C_hat,D_hat,G_hat,N_star_theory,P_T,P_T_est,S_scalar,acc,accountant,avg_regret,base_eta_t,c_hat,comparator_type,cum_regret,delta_step_theory,delta_total,drift_boost_remaining,drift_flag,eps_remaining,eps_spent,eps_step_theory,eta_t,event,event_id,event_type,lambda_est,m_capacity,m_used,op,regret,regret_dynamic,regret_increment,regret_path_term,regret_static_term,rho_remaining,rho_spent,rho_step,sample_id,segment_id,sens_delete,sigma_step,sigma_step_theory,x_norm
,,,,0.0,0.0,4469.875006006694,5.3823652667571675,,0.0,0.014957269215374968,,none,0.0,,,0,False,,,,0.014957269215374968,11,11,calibrate,20.46418915095439,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000011,0,,,,5.01631498336792
,,,,0.0,0.0,4613.965944612626,2.625327047035257,,0.0,0.014721864211275169,,none,0.0,,,0,False,,,,0.014721864211275169,12,12,calibrate,20.249749206948294,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000012,0,,,,4.572302341461182
,,,,0.0,0.0,5395.039864979444,5.461037501018803,,0.0,0.013614530554740753,,none,0.0,,,0,False,,,,0.013614530554740753,13,13,calibrate,20.71622726630715,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000013,0,,,,5.117653846740723
,,,,0.0,0.0,5403.159621935922,0.6188876136030191,,0.0,0.01360429689055416,,none,0.0,,,0,False,,,,0.01360429689055416,14,14,calibrate,20.667545426634405,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000014,0,,,,4.604259014129639
,,,,0.0,0.0,5416.840970449073,1.0181838557809497,,0.0,0.01358710580066921,,none,0.0,,,0,False,,,,0.01358710580066921,15,15,calibrate,19.895485026296335,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000015,0,,,,3.632772922515869
,,,,0.0,0.0,6575.783032937528,6.8770557583032055,,0.0,0.012331794029569782,,none,0.0,,,0,False,,,,0.012331794029569782,16,16,calibrate,20.283356158903505,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000016,0,,,,4.950263500213623
,,,,0.0,0.0,7302.331455821825,5.478869035474768,,0.0,0.011702246151678065,,none,0.0,,,0,False,,,,0.011702246151678065,17,17,calibrate,20.57400655494045,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000017,0,,,,4.919731140136719
,,,,0.0,0.0,7993.398550686747,5.761261079983084,,0.0,0.011184955647265996,,none,0.0,,,0,False,,,,0.011184955647265996,18,18,calibrate,20.358373348591996,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000018,0,,,,4.5629167556762695
,,,,0.0,0.0,8067.637696025676,2.2826160650938996,,0.0,0.01113337421257406,,none,0.0,,,0,False,,,,0.01113337421257406,19,19,calibrate,19.67030142220096,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000019,0,,,,3.774709939956665
,,,,0.0,0.0,8116.194007723482,2.25946816616236,,0.0,0.011100020736569672,,none,0.0,,,0,False,,,,0.011100020736569672,20,20,calibrate,18.589580715806445,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000020,0,,,,3.0840160846710205
,,,,0.0,0.0,8290.79491650606,2.364089353546873,,0.0,0.010982517748255467,,none,0.0,,,0,False,,,,0.010982517748255467,21,21,calibrate,19.500547320216757,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000021,0,,,,5.589325428009033
,,,,0.0,0.0,8301.958290807526,0.6695795637628594,,0.0,0.010975131346484158,,none,0.0,,,0,False,,,,0.010975131346484158,22,22,calibrate,19.564870909123837,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000022,0,,,,4.98994255065918
,,,,0.0,0.0,8302.517383501563,0.18909415404124164,,0.0,0.010974761806814821,,none,0.0,,,0,False,,,,0.010974761806814821,23,23,calibrate,18.976228246338678,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000023,0,,,,3.954246997833252
,,,,0.0,0.0,8434.979947542259,2.459735938539324,,0.0,0.0108882472125636,,none,0.0,,,0,False,,,,0.0108882472125636,24,24,calibrate,18.961710493415637,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000024,0,,,,4.679054260253906
,,,,0.0,0.0,8461.80747591466,1.113005124751127,,0.0,0.01087097332316842,,none,0.0,,,0,False,,,,0.01087097332316842,25,25,calibrate,18.966163347976636,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000025,0,,,,4.65364408493042
,,,,0.0,0.0,8467.754290158218,0.6841286652554466,,0.0,0.0108671553679519,,none,0.0,,,0,False,,,,0.0108671553679519,26,26,calibrate,18.207497200271376,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000026,0,,,,3.564547538757324
,,,,0.0,0.0,9683.443541894325,5.697388511098753,,0.0,0.010162137984694812,,none,0.0,,,0,False,,,,0.010162137984694812,27,27,calibrate,19.7298549910929,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000027,0,,,,6.11977481842041
,,,,0.0,0.0,9729.335448738104,1.8656775535081156,,0.0,0.01013814296820494,,none,0.0,,,0,False,,,,0.01013814296820494,28,28,calibrate,18.678385141981252,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000028,0,,,,3.6310434341430664
,,,,0.0,0.0,9734.455071751276,0.5760783965462586,,0.0,0.010135476650684538,,none,0.0,,,0,False,,,,0.010135476650684538,29,29,calibrate,18.103180498474284,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000029,0,,,,3.927691698074341
,,,,0.0,0.0,9857.1261498399,3.2195372687990074,,0.0,0.01007221163962654,,none,0.0,,,0,False,,,,0.01007221163962654,30,30,calibrate,17.437202261422104,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000030,0,,,,3.440152168273926
,,,,0.0,0.0,10292.457294446223,5.249948058845098,,0.0,0.009856902554937395,,none,0.0,,,0,False,,,,0.009856902554937395,31,31,calibrate,16.920686214303775,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000031,0,,,,3.9742469787597656
,,,,0.0,0.0,10887.042926044289,5.844405804595382,,0.0,0.009583960880458318,,none,0.0,,,0,False,,,,0.009583960880458318,32,32,calibrate,16.905746539122713,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000032,0,,,,4.172216892242432
,,,,0.0,0.0,11128.128326041468,3.150529404064507,,0.0,0.009479576538228996,,none,0.0,,,0,False,,,,0.009479576538228996,33,33,calibrate,17.067792681997666,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000033,0,,,,4.928354263305664
,,,,0.0,0.0,11168.522195208088,1.7313252413931566,,0.0,0.00946241833122387,,none,0.0,,,0,False,,,,0.00946241833122387,34,34,calibrate,16.59766075512219,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000034,0,,,,3.670955181121826
,,,,0.0,0.0,11168.541148854145,0.035478646778763556,,0.0,0.009462410302090898,,none,0.0,,,0,False,,,,0.009462410302090898,35,35,calibrate,16.300181733922656,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000035,0,,,,3.880425214767456
,,,,0.0,0.0,11173.131220809366,0.5834808573825901,,0.0,0.009460466459986844,,none,0.0,,,0,False,,,,0.009460466459986844,36,36,calibrate,15.88380116199562,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000036,0,,,,3.671834945678711
,,,,0.0,0.0,11308.366320509977,2.2127806199950255,,0.0,0.00940372815079329,,none,0.0,,,0,False,,,,0.00940372815079329,37,37,calibrate,16.870387831541436,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000037,0,,,,5.255406856536865
,,,,0.0,0.0,11442.889325803366,2.337209407747555,,0.0,0.009348289456522128,,none,0.0,,,0,False,,,,0.009348289456522128,38,38,calibrate,17.2592542733892,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000038,0,,,,4.962501525878906
,,,,0.0,0.0,11592.767915895167,2.5360809538155746,,0.0,0.009287662582535548,,none,0.0,,,0,False,,,,0.009287662582535548,39,39,calibrate,17.60189146798765,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000039,0,,,,4.827326774597168
,,,,0.0,0.0,12144.024390547625,4.173419788959596,,0.0,0.009074415995282864,,none,0.0,,,0,False,,,,0.009074415995282864,40,40,calibrate,18.586193711759158,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000040,0,,,,5.6258063316345215
,,,,0.0,0.0,12406.26480876206,4.703026899906855,,0.0,0.00897799742655785,,none,0.0,,,0,False,,,,0.00897799742655785,41,41,calibrate,17.671607315423866,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000041,0,,,,3.4432802200317383
,,,,0.0,0.0,12762.589033402131,4.072082049091212,,0.0,0.008851779919733335,,none,0.0,,,0,False,,,,0.008851779919733335,42,42,calibrate,17.867854280951658,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000042,0,,,,4.635601997375488
,,,,0.0,0.0,12762.705311383079,0.09816807024742336,,0.0,0.008851739596407828,,none,0.0,,,0,False,,,,0.008851739596407828,43,43,calibrate,17.199910545541044,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000043,0,,,,3.4735896587371826
,,,,0.0,0.0,12781.528243171399,0.816567388887945,,0.0,0.008845219363654067,,none,0.0,,,0,False,,,,0.008845219363654067,44,44,calibrate,17.741639898996677,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000044,0,,,,5.313144207000732
,,,,0.0,0.0,13497.299023391723,4.728257431904676,,0.0,0.008607490761726547,,none,0.0,,,0,False,,,,0.008607490761726547,45,45,calibrate,18.529255125621173,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000045,0,,,,5.658298492431641
,,,,0.0,0.0,13670.37750077632,2.6472510593957606,,0.0,0.008552828155524723,,none,0.0,,,0,False,,,,0.008552828155524723,46,46,calibrate,18.436757615178216,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000046,0,,,,4.969656467437744
,,,,0.0,0.0,13675.183319546235,0.5503536471234862,,0.0,0.008551325179185816,,none,0.0,,,0,False,,,,0.008551325179185816,47,47,calibrate,18.101839222309835,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000047,0,,,,3.9832894802093506
,,,,0.0,0.0,13869.156523939682,3.1971361455867893,,0.0,0.008491315452674616,,none,0.0,,,0,False,,,,0.008491315452674616,48,48,calibrate,18.048702297628036,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000048,0,,,,4.356219291687012
,,,,0.0,0.0,14169.491566415583,3.193512616388718,,0.0,0.008400842962182855,,none,0.0,,,0,False,,,,0.008400842962182855,49,49,calibrate,19.07837754395145,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000049,0,,,,5.426681995391846
,,,,0.0,0.0,14223.042837627838,1.5581387751571651,,0.0,0.008385013013497568,,none,0.0,,,0,False,,,,0.008385013013497568,50,50,calibrate,18.830904852964327,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000050,0,,,,4.696547985076904
,,,,0.0,0.0,14348.237602811312,2.3990503286320726,,0.0,0.00834835137898938,,none,0.0,,,0,False,,,,0.00834835137898938,51,51,calibrate,18.7743256302221,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000051,0,,,,4.6639485359191895
,,,,0.0,0.0,14357.994445909297,0.635676452073008,,0.0,0.008345514374235837,,none,0.0,,,0,False,,,,0.008345514374235837,52,52,calibrate,19.01516307456718,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000052,0,,,,4.913812160491943
,,,,0.0,0.0,14768.64547556042,3.8250587658068222,,0.0,0.008228670407225299,,none,0.0,,,0,False,,,,0.008228670407225299,53,53,calibrate,19.465420960242525,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000053,0,,,,5.297834396362305
,,,,0.0,0.0,14768.73449670912,0.08880670687874381,,0.0,0.008228645607307745,,none,0.0,,,0,False,,,,0.008228645607307745,54,54,calibrate,18.573861409567815,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000054,0,,,,3.3597025871276855
,,,,0.0,0.0,14793.921856433797,0.996494902504124,,0.0,0.00822163779184302,,none,0.0,,,0,False,,,,0.00822163779184302,55,55,calibrate,18.9174371260669,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000055,0,,,,5.036354064941406
,,,,0.0,0.0,14847.911521245927,1.3142068694919922,,0.0,0.008206676505429656,,none,0.0,,,0,False,,,,0.008206676505429656,56,56,calibrate,19.396113334267486,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000056,0,,,,5.591026782989502
,,,,0.0,0.0,14857.835828886586,0.8251565861949794,,0.0,0.008203935218332199,,none,0.0,,,0,False,,,,0.008203935218332199,57,57,calibrate,18.64726039828318,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000057,0,,,,3.817805051803589
,,,,0.0,0.0,14870.481027942786,0.8422073425596615,,0.0,0.008200446344733322,,none,0.0,,,0,False,,,,0.008200446344733322,58,58,calibrate,18.376677095425535,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000058,0,,,,4.222248554229736
,,,,0.0,0.0,15255.205473473528,4.275216244280205,,0.0,0.00809638160002682,,none,0.0,,,0,False,,,,0.00809638160002682,59,59,calibrate,18.450463637913973,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000059,0,,,,4.587930202484131
,,,,0.0,0.0,16411.275929495074,7.49668035797601,,0.0,0.007806005020108175,,none,0.0,,,0,False,,,,0.007806005020108175,60,60,calibrate,18.58202912319068,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000060,0,,,,4.5354790687561035
,,,,0.0,0.0,16464.80808602733,1.6157172949879013,,0.0,0.007793304826714754,,none,0.0,,,0,False,,,,0.007793304826714754,61,61,calibrate,18.499224414024457,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000061,0,,,,4.5283708572387695
,,,,0.0,0.0,16725.60335532247,3.4872531845852386,,0.0,0.0077323072598172145,,none,0.0,,,0,False,,,,0.0077323072598172145,62,62,calibrate,18.647600006678555,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000062,0,,,,4.630910396575928
,,,,0.0,0.0,16732.23451697319,0.5782343679604015,,0.0,0.0077307749103736065,,none,0.0,,,0,False,,,,0.0077307749103736065,63,63,calibrate,18.53081292087749,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000063,0,,,,4.453392028808594
,,,,0.0,0.0,17136.26063594358,4.223403276234453,,0.0,0.007639096047380412,,none,0.0,,,0,False,,,,0.007639096047380412,64,64,calibrate,18.77183265127529,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000064,0,,,,4.759289741516113
,,,,0.0,0.0,19075.40995515369,9.446351849607218,,0.0,0.007240408338450788,,none,0.0,,,0,False,,,,0.007240408338450788,65,65,calibrate,18.88560306286949,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000065,0,,,,4.661669731140137
,,,,0.0,0.0,19157.710979131414,2.306543437934293,,0.0,0.007224839297230251,,none,0.0,,,0,False,,,,0.007224839297230251,66,66,calibrate,18.37085004121009,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000066,0,,,,3.933154344558716
,,,,0.0,0.0,19523.085766561846,4.350674951642464,,0.0,0.007156913510591608,,none,0.0,,,0,False,,,,0.007156913510591608,67,67,calibrate,18.38048686664729,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000067,0,,,,4.393520355224609
,,,,0.0,0.0,19778.027563164098,3.0757428901987782,,0.0,0.007110637044997074,,none,0.0,,,0,False,,,,0.007110637044997074,68,68,calibrate,18.871661617118793,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000068,0,,,,5.191232681274414
,,,,0.0,0.0,19810.346118852376,1.2262457967669995,,0.0,0.007104834538556113,,none,0.0,,,0,False,,,,0.007104834538556113,69,69,calibrate,19.003265281509726,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000069,0,,,,4.636053562164307
,,,,0.0,0.0,19823.90707019453,0.9524453028122268,,0.0,0.007102404018728965,,none,0.0,,,0,False,,,,0.007102404018728965,70,70,calibrate,18.50792731622655,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000070,0,,,,3.866384267807007
,,,,0.0,0.0,19831.393978978565,0.6523042460574269,,0.0,0.007101063213569007,,none,0.0,,,0,False,,,,0.007101063213569007,71,71,calibrate,18.30562820886506,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000071,0,,,,4.194701671600342
,,,,0.0,0.0,19989.943991625412,3.1478212741414,,0.0,0.007072846150433949,,none,0.0,,,0,False,,,,0.007072846150433949,72,72,calibrate,17.99334425326909,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000072,0,,,,4.000120639801025
,,,,0.0,0.0,20048.57104415363,1.6592528405132163,,0.0,0.007062497190688182,,none,0.0,,,0,False,,,,0.007062497190688182,73,73,calibrate,18.181225732932816,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000073,0,,,,4.614625453948975
,,,,0.0,0.0,20079.02097759104,1.1567541150831326,,0.0,0.007057140003115464,,none,0.0,,,0,False,,,,0.007057140003115464,74,74,calibrate,18.525755989428244,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000074,0,,,,4.7703704833984375
,,,,0.0,0.0,20086.654833766977,0.5215022904466016,,0.0,0.007055798856175095,,none,0.0,,,0,False,,,,0.007055798856175095,75,75,calibrate,19.28695768587784,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000075,0,,,,5.298046112060547
,,,,0.0,0.0,21157.060684138345,6.721969211782474,,0.0,0.006874994168636798,,none,0.0,,,0,False,,,,0.006874994168636798,76,76,calibrate,19.48708534055199,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000076,0,,,,4.867183685302734
,,,,0.0,0.0,21337.65891076452,2.6939871905509927,,0.0,0.006845837968002602,,none,0.0,,,0,False,,,,0.006845837968002602,77,77,calibrate,19.842489423194984,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000077,0,,,,4.988399505615234
,,,,0.0,0.0,21553.901367057813,3.92946095312311,,0.0,0.006811410499028628,,none,0.0,,,0,False,,,,0.006811410499028628,78,78,calibrate,19.20872212901125,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000078,0,,,,3.742290496826172
,,,,0.0,0.0,21626.066941314537,2.5475561818285035,,0.0,0.006800036260044319,,none,0.0,,,0,False,,,,0.006800036260044319,79,79,calibrate,18.34243592303742,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000079,0,,,,3.334580898284912
,,,,0.0,0.0,22218.366057914103,6.097799345003132,,0.0,0.006708786036831712,,none,0.0,,,0,False,,,,0.006708786036831712,80,80,calibrate,18.046868946027143,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000080,0,,,,3.9911441802978516
,,,,0.0,0.0,22781.23827848869,5.698259754376816,,0.0,0.006625388304461905,,none,0.0,,,0,False,,,,0.006625388304461905,81,81,calibrate,17.875977811385077,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000081,0,,,,4.163538932800293
,,,,0.0,0.0,22784.083788739474,0.32145762547241685,,0.0,0.006624974568294715,,none,0.0,,,0,False,,,,0.006624974568294715,82,82,calibrate,18.75439423534491,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000082,0,,,,5.247547149658203
,,,,0.0,0.0,22790.131658182425,0.5515685852391343,,0.0,0.006624095467630174,,none,0.0,,,0,False,,,,0.006624095467630174,83,83,calibrate,18.59494675982152,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000083,0,,,,4.458632946014404
,,,,0.0,0.0,22804.33903776638,1.0466984512857207,,0.0,0.006622031700265543,,none,0.0,,,0,False,,,,0.006622031700265543,84,84,calibrate,17.90804931204627,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000084,0,,,,3.601101875305176
,,,,0.0,0.0,23020.66330607204,4.555063272943543,,0.0,0.006590844775947326,,none,0.0,,,0,False,,,,0.006590844775947326,85,85,calibrate,17.067869615948897,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000085,0,,,,3.22892689704895
,,,,0.0,0.0,23363.407614903957,4.568669881843295,,0.0,0.0065423218726910004,,none,0.0,,,0,False,,,,0.0065423218726910004,86,86,calibrate,16.875527709105594,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000086,0,,,,4.052241802215576
,,,,0.0,0.0,23380.396023488127,1.0605731624061019,,0.0,0.006539944585458918,,none,0.0,,,0,False,,,,0.006539944585458918,87,87,calibrate,16.58815554047779,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000087,0,,,,3.886294364929199
,,,,0.0,0.0,23386.290343118562,0.5236180806449003,,0.0,0.006539120364249587,,none,0.0,,,0,False,,,,0.006539120364249587,88,88,calibrate,17.007903998327137,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000088,0,,,,4.636627197265625
,,,,0.0,0.0,23434.183218860155,1.4353271495292577,,0.0,0.006532434885788215,,none,0.0,,,0,False,,,,0.006532434885788215,89,89,calibrate,17.517300372811007,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000089,0,,,,4.821526527404785
,,,,0.0,0.0,23436.223610587425,0.40056011297295324,,0.0,0.006532150517955782,,none,0.0,,,0,False,,,,0.006532150517955782,90,90,calibrate,16.995825727161105,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000090,0,,,,3.566063642501831
,,,,0.0,0.0,23445.53149772939,0.7595942133948144,,0.0,0.0065308537558099065,,none,0.0,,,0,False,,,,0.0065308537558099065,91,91,calibrate,16.71759916168865,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000091,0,,,,4.0164642333984375
,,,,0.0,0.0,23481.646057854727,1.3001564618596144,,0.0,0.006525829626175258,,none,0.0,,,0,False,,,,0.006525829626175258,92,92,calibrate,16.948723525213584,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000092,0,,,,4.622166156768799
,,,,0.0,0.0,23512.787772500968,0.9770184991950317,,0.0,0.006521506598604815,,none,0.0,,,0,False,,,,0.006521506598604815,93,93,calibrate,18.10929959385158,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000093,0,,,,5.711740493774414
,,,,0.0,0.0,24357.226708346672,5.793400050468144,,0.0,0.006407462613103328,,none,0.0,,,0,False,,,,0.006407462613103328,94,94,calibrate,18.507244500429792,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000094,0,,,,5.0159196853637695
,,,,0.0,0.0,24361.652184519502,0.43821810207260303,,0.0,0.0064068806049374215,,none,0.0,,,0,False,,,,0.0064068806049374215,95,95,calibrate,18.733833145811253,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000095,0,,,,4.800535678863525
,,,,0.0,0.0,24395.13351395874,1.04208801113528,,0.0,0.006402482503723777,,none,0.0,,,0,False,,,,0.006402482503723777,96,96,calibrate,19.699626397906417,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000096,0,,,,5.55260705947876
,,,,0.0,0.0,24397.541452721456,0.3271033877396894,,0.0,0.006402166546350765,,none,0.0,,,0,False,,,,0.006402166546350765,97,97,calibrate,19.7674154242242,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000097,0,,,,4.743923664093018
,,,,0.0,0.0,24831.21328727724,4.094335840210041,,0.0,0.006346014058211514,,none,0.0,,,0,False,,,,0.006346014058211514,98,98,calibrate,20.25907969924292,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000098,0,,,,5.086243152618408
,,,,0.0,0.0,24842.757159536326,0.78407782380111,,0.0,0.006344539461663355,,none,0.0,,,0,False,,,,0.006344539461663355,99,99,calibrate,20.03531607542056,,,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000099,0,,,,4.333278179168701
