C_hat,D_hat,G_hat,N_star_theory,P_T,P_T_est,S_scalar,acc,accountant,base_eta_t,c_hat,comparator_type,delta_step_theory,delta_total,drift_boost_remaining,drift_flag,eps_remaining,eps_spent,eps_step_theory,eta_t,event,event_id,event_type,lambda_est,m_capacity,m_used,op,regret,rho_remaining,rho_spent,rho_step,sample_id,segment_id,sens_delete,sigma_step,sigma_step_theory,x_norm
,,,,0.0,0.0,2743.0334508830383,6.3352561204286175,,0.01909345175182534,,dynamic,,,0,False,,,,0.01909345175182534,10,10,calibrate,20.008338466197042,,,calibrate,0.0,,,,linear_000010,0,,,,3.990851640701294
,,,,0.0,0.0,3582.2089982814696,5.774861639036826,,0.016708002814994325,,dynamic,,,0,False,,,,0.016708002814994325,11,11,calibrate,20.46420642792365,,,calibrate,0.0,,,,linear_000011,0,,,,5.01631498336792
,,,,0.0,0.0,4311.3305395917205,5.9056140010928555,,0.015229804895898216,,dynamic,,,0,False,,,,0.015229804895898216,12,12,calibrate,20.24977259040579,,,calibrate,0.0,,,,linear_000012,0,,,,4.572302341461182
,,,,0.0,0.0,5418.305818029546,6.501268024548631,,0.013585269028704631,,dynamic,,,0,False,,,,0.013585269028704631,13,13,calibrate,20.716246018867636,,,calibrate,0.0,,,,linear_000013,0,,,,5.117653846740723
,,,,0.0,0.0,5429.147787080339,0.7151453895498793,,0.01357169740748054,,dynamic,,,0,False,,,,0.01357169740748054,14,14,calibrate,20.6675698865645,,,calibrate,0.0,,,,linear_000014,0,,,,4.604259014129639
,,,,0.0,0.0,5906.897270794733,6.016748426721842,,0.013011288033301522,,dynamic,,,0,False,,,,0.013011288033301522,15,15,calibrate,19.89552212311491,,,calibrate,0.0,,,,linear_000015,0,,,,3.632772922515869
,,,,0.0,0.0,7398.32805053752,7.801411928508729,,0.01162607734139875,,dynamic,,,0,False,,,,0.01162607734139875,16,16,calibrate,20.283398012125765,,,calibrate,0.0,,,,linear_000016,0,,,,4.950263500213623
,,,,0.0,0.0,9321.347276824807,8.913544272985133,,0.010357636270349916,,dynamic,,,0,False,,,,0.010357636270349916,17,17,calibrate,20.574062136549678,,,calibrate,0.0,,,,linear_000017,0,,,,4.919731140136719
,,,,0.0,0.0,10243.09689897293,6.653710979331542,,0.009880623694853607,,dynamic,,,0,False,,,,0.009880623694853607,18,18,calibrate,20.358420261227312,,,calibrate,0.0,,,,linear_000018,0,,,,4.5629167556762695
,,,,0.0,0.0,10502.741356300612,4.268801259293815,,0.009757727031353865,,dynamic,,,0,False,,,,0.009757727031353865,19,19,calibrate,19.670337201943386,,,calibrate,0.0,,,,linear_000019,0,,,,3.774709939956665
,,,,0.0,0.0,10535.116428937155,1.8449675927837204,,0.00974272244180957,,dynamic,,,0,False,,,,0.00974272244180957,20,20,calibrate,18.589615559322496,,,calibrate,0.0,,,,linear_000020,0,,,,3.0840160846710205
,,,,0.0,0.0,13647.078134767899,9.980624813825823,,0.008560126072685845,,dynamic,,,0,False,,,,0.008560126072685845,21,21,calibrate,19.5005862350743,,,calibrate,0.0,,,,linear_000021,0,,,,5.589325428009033
,,,,0.0,0.0,13652.526885725483,0.4677921389404112,,0.00855841772044514,,dynamic,,,0,False,,,,0.00855841772044514,22,22,calibrate,19.564909478378663,,,calibrate,0.0,,,,linear_000022,0,,,,4.98994255065918
,,,,0.0,0.0,14274.490645283198,6.306940790021245,,0.008369888833182388,,dynamic,,,0,False,,,,0.008369888833182388,23,23,calibrate,18.976257552808203,,,calibrate,0.0,,,,linear_000023,0,,,,3.954246997833252
,,,,0.0,0.0,14908.210422353539,5.380102377024143,,0.008190063010038306,,dynamic,,,0,False,,,,0.008190063010038306,24,24,calibrate,18.96172266089098,,,calibrate,0.0,,,,linear_000024,0,,,,4.679054260253906
,,,,0.0,0.0,15052.469268761046,2.580940962773319,,0.008150722838135904,,dynamic,,,0,False,,,,0.008150722838135904,25,25,calibrate,18.966173722121887,,,calibrate,0.0,,,,linear_000025,0,,,,4.65364408493042
,,,,0.0,0.0,15053.578142288423,0.2954177451945713,,0.008150422634186187,,dynamic,,,0,False,,,,0.008150422634186187,26,26,calibrate,18.20751506958774,,,calibrate,0.0,,,,linear_000026,0,,,,3.564547538757324
,,,,0.0,0.0,22235.772376379333,13.848194296519441,,0.0067061596803830005,,dynamic,,,0,False,,,,0.0067061596803830005,27,27,calibrate,19.729855459094647,,,calibrate,0.0,,,,linear_000027,0,,,,6.11977481842041
,,,,0.0,0.0,22465.629853006245,4.175397939830775,,0.0066717643813461545,,dynamic,,,0,False,,,,0.0066717643813461545,28,28,calibrate,18.678376951034004,,,calibrate,0.0,,,,linear_000028,0,,,,3.6310434341430664
,,,,0.0,0.0,22649.5207744156,3.452572144394669,,0.006644625235256137,,dynamic,,,0,False,,,,0.006644625235256137,29,29,calibrate,18.103166843249152,,,calibrate,0.0,,,,linear_000029,0,,,,3.927691698074341
,,,,0.0,0.0,22659.300332519244,0.9090378828190812,,0.006643191199110093,,dynamic,,,0,False,,,,0.006643191199110093,30,30,calibrate,17.437188735646615,,,calibrate,0.0,,,,linear_000030,0,,,,3.440152168273926
,,,,0.0,0.0,24445.654938701562,10.634791230818962,,0.006395863130355395,,dynamic,,,0,False,,,,0.006395863130355395,31,31,calibrate,16.92066820286549,,,calibrate,0.0,,,,linear_000031,0,,,,3.9742469787597656
,,,,0.0,0.0,24450.250281755274,0.5137976432018106,,0.006395262061532101,,dynamic,,,0,False,,,,0.006395262061532101,32,32,calibrate,16.905724298993157,,,calibrate,0.0,,,,linear_000032,0,,,,4.172216892242432
,,,,0.0,0.0,24470.024220966687,0.9022869706892626,,0.006392677571217643,,dynamic,,,0,False,,,,0.006392677571217643,33,33,calibrate,17.06777205473658,,,calibrate,0.0,,,,linear_000033,0,,,,4.928354263305664
,,,,0.0,0.0,24707.819865627585,4.200711802610861,,0.006361840649957879,,dynamic,,,0,False,,,,0.006361840649957879,34,34,calibrate,16.59765828087569,,,calibrate,0.0,,,,linear_000034,0,,,,3.670955181121826
,,,,0.0,0.0,25762.08039444485,8.367479460017893,,0.00623030825168536,,dynamic,,,0,False,,,,0.00623030825168536,35,35,calibrate,16.300181776647616,,,calibrate,0.0,,,,linear_000035,0,,,,3.880425214767456
,,,,0.0,0.0,26967.0728345764,9.453856765260474,,0.006089520487421539,,dynamic,,,0,False,,,,0.006089520487421539,36,36,calibrate,15.883817330437244,,,calibrate,0.0,,,,linear_000036,0,,,,3.671834945678711
,,,,0.0,0.0,27730.802110455243,5.258518299994742,,0.006005079815928653,,dynamic,,,0,False,,,,0.006005079815928653,37,37,calibrate,16.870394492483193,,,calibrate,0.0,,,,linear_000037,0,,,,5.255406856536865
,,,,0.0,0.0,28421.798498056676,5.297088806365492,,0.005931632307279682,,dynamic,,,0,False,,,,0.005931632307279682,38,38,calibrate,17.25925453563062,,,calibrate,0.0,,,,linear_000038,0,,,,4.962501525878906
,,,,0.0,0.0,30033.140697385945,8.315477569272943,,0.005770316366486703,,dynamic,,,0,False,,,,0.005770316366486703,39,39,calibrate,17.6018813901346,,,calibrate,0.0,,,,linear_000039,0,,,,4.827326774597168
,,,,0.0,0.0,30035.075889007006,0.24727329401565623,,0.0057701304697072115,,dynamic,,,0,False,,,,0.0057701304697072115,40,40,calibrate,18.586206575511746,,,calibrate,0.0,,,,linear_000040,0,,,,5.6258063316345215
,,,,0.0,0.0,30046.313132154428,0.9735483453704965,,0.00576905136189021,,dynamic,,,0,False,,,,0.00576905136189021,41,41,calibrate,17.67162520213733,,,calibrate,0.0,,,,linear_000041,0,,,,3.4432802200317383
,,,,0.0,0.0,30522.040126421016,4.70514218552041,,0.005723915588376093,,dynamic,,,0,False,,,,0.005723915588376093,42,42,calibrate,17.867880142597734,,,calibrate,0.0,,,,linear_000042,0,,,,4.635601997375488
,,,,0.0,0.0,30965.88119787041,6.065062024413576,,0.00568274643729907,,dynamic,,,0,False,,,,0.00568274643729907,43,43,calibrate,17.19994987805462,,,calibrate,0.0,,,,linear_000043,0,,,,3.4735896587371826
,,,,0.0,0.0,32370.759949103256,7.054525319169063,,0.005558064116684646,,dynamic,,,0,False,,,,0.005558064116684646,44,44,calibrate,17.741697626192174,,,calibrate,0.0,,,,linear_000044,0,,,,5.313144207000732
,,,,0.0,0.0,32733.764343979834,3.3672092240372864,,0.0055271598413353835,,dynamic,,,0,False,,,,0.0055271598413353835,45,45,calibrate,18.52928550424513,,,calibrate,0.0,,,,linear_000045,0,,,,5.658298492431641
,,,,0.0,0.0,32945.98533776726,2.931350770505133,,0.0055093295293532655,,dynamic,,,0,False,,,,0.0055093295293532655,46,46,calibrate,18.436785112232847,,,calibrate,0.0,,,,linear_000046,0,,,,4.969656467437744
,,,,0.0,0.0,33731.07219455646,7.034236868867225,,0.0054448375510641545,,dynamic,,,0,False,,,,0.0054448375510641545,47,47,calibrate,18.10187666706884,,,calibrate,0.0,,,,linear_000047,0,,,,3.9832894802093506
,,,,0.0,0.0,33735.245396053935,0.4689482803577646,,0.00544450076520838,,dynamic,,,0,False,,,,0.00544450076520838,48,48,calibrate,18.048733329133384,,,calibrate,0.0,,,,linear_000048,0,,,,4.356219291687012
,,,,0.0,0.0,34130.61417829535,3.6640958245309214,,0.005412874380163197,,dynamic,,,0,False,,,,0.005412874380163197,49,49,calibrate,19.078422063868327,,,calibrate,0.0,,,,linear_000049,0,,,,5.426681995391846
,,,,0.0,0.0,34613.929176171296,4.680975506090982,,0.0053749514977172045,,dynamic,,,0,False,,,,0.0053749514977172045,50,50,calibrate,18.830950013403786,,,calibrate,0.0,,,,linear_000050,0,,,,4.696547985076904
,,,,0.0,0.0,34628.6519238831,0.8226984685436438,,0.005373808766720882,,dynamic,,,0,False,,,,0.005373808766720882,51,51,calibrate,18.77436666887992,,,calibrate,0.0,,,,linear_000051,0,,,,4.6639485359191895
,,,,0.0,0.0,36466.14840329603,8.723579428428065,,0.005236668139583965,,dynamic,,,0,False,,,,0.005236668139583965,52,52,calibrate,19.01519202815616,,,calibrate,0.0,,,,linear_000052,0,,,,4.913812160491943
,,,,0.0,0.0,36718.61484236192,2.999186575680141,,0.005218634189042619,,dynamic,,,0,False,,,,0.005218634189042619,53,53,calibrate,19.465452803442723,,,calibrate,0.0,,,,linear_000053,0,,,,5.297834396362305
,,,,0.0,0.0,36760.6571354953,1.9299335278170566,,0.005215649121133955,,dynamic,,,0,False,,,,0.005215649121133955,54,54,calibrate,18.573888718173368,,,calibrate,0.0,,,,linear_000054,0,,,,3.3597025871276855
,,,,0.0,0.0,37028.279930743134,3.248219001563543,,0.005196766825659363,,dynamic,,,0,False,,,,0.005196766825659363,55,55,calibrate,18.917456134602055,,,calibrate,0.0,,,,linear_000055,0,,,,5.036354064941406
,,,,0.0,0.0,37086.0231225596,1.3591231667826182,,0.005192719548879278,,dynamic,,,0,False,,,,0.005192719548879278,56,56,calibrate,19.39613569421388,,,calibrate,0.0,,,,linear_000056,0,,,,5.591026782989502
,,,,0.0,0.0,37437.25844401689,4.908913115115061,,0.005168303170008067,,dynamic,,,0,False,,,,0.005168303170008067,57,57,calibrate,18.64727122596958,,,calibrate,0.0,,,,linear_000057,0,,,,3.817805051803589
,,,,0.0,0.0,37758.04484115946,4.241936902492563,,0.005146301795755007,,dynamic,,,0,False,,,,0.005146301795755007,58,58,calibrate,18.376656307026707,,,calibrate,0.0,,,,linear_000058,0,,,,4.222248554229736
,,,,0.0,0.0,40335.11071825297,11.064860300992907,,0.0049791862686450255,,dynamic,,,0,False,,,,0.0049791862686450255,59,59,calibrate,18.450461917309692,,,calibrate,0.0,,,,linear_000059,0,,,,4.587930202484131
,,,,0.0,0.0,40365.459521888675,1.2146401822458934,,0.0049773141140567875,,dynamic,,,0,False,,,,0.0049773141140567875,60,60,calibrate,18.582024619488628,,,calibrate,0.0,,,,linear_000060,0,,,,4.5354790687561035
,,,,0.0,0.0,41322.97637956645,6.833311566203678,,0.004919310126357943,,dynamic,,,0,False,,,,0.004919310126357943,61,61,calibrate,18.499216708881033,,,calibrate,0.0,,,,linear_000061,0,,,,4.5283708572387695
,,,,0.0,0.0,42213.33649730609,6.443420529026354,,0.004867154810593656,,dynamic,,,0,False,,,,0.004867154810593656,62,62,calibrate,18.647564007581614,,,calibrate,0.0,,,,linear_000062,0,,,,4.630910396575928
,,,,0.0,0.0,42754.008609162964,5.221269133449926,,0.0048362815936192054,,dynamic,,,0,False,,,,0.0048362815936192054,63,63,calibrate,18.530787848620527,,,calibrate,0.0,,,,linear_000063,0,,,,4.453392028808594
,,,,0.0,0.0,42759.340726292125,0.48518534643880906,,0.00483598004051441,,dynamic,,,0,False,,,,0.00483598004051441,64,64,calibrate,18.771820812222458,,,calibrate,0.0,,,,linear_000064,0,,,,4.759289741516113
,,,,0.0,0.0,42768.9473564048,0.6648811760572806,,0.0048354368884913875,,dynamic,,,0,False,,,,0.0048354368884913875,65,65,calibrate,18.88558746302185,,,calibrate,0.0,,,,linear_000065,0,,,,4.661669731140137
,,,,0.0,0.0,42977.02073886683,3.667475910366083,,0.004823717294637809,,dynamic,,,0,False,,,,0.004823717294637809,66,66,calibrate,18.370827225997736,,,calibrate,0.0,,,,linear_000066,0,,,,3.933154344558716
,,,,0.0,0.0,43062.62414708889,2.105876510850112,,0.004818920419557993,,dynamic,,,0,False,,,,0.004818920419557993,67,67,calibrate,18.38044255204422,,,calibrate,0.0,,,,linear_000067,0,,,,4.393520355224609
,,,,0.0,0.0,43943.25462929402,5.716449607709923,,0.004770390047198701,,dynamic,,,0,False,,,,0.004770390047198701,68,68,calibrate,18.87161548289538,,,calibrate,0.0,,,,linear_000068,0,,,,5.191232681274414
,,,,0.0,0.0,44196.887568921586,3.4352185602187304,,0.004756682420129012,,dynamic,,,0,False,,,,0.004756682420129012,69,69,calibrate,19.003232062543265,,,calibrate,0.0,,,,linear_000069,0,,,,4.636053562164307
,,,,0.0,0.0,44387.81862924695,3.573824902594102,,0.004746441128822967,,dynamic,,,0,False,,,,0.004746441128822967,70,70,calibrate,18.50787801229138,,,calibrate,0.0,,,,linear_000070,0,,,,3.866384267807007
,,,,0.0,0.0,45307.26624536068,7.228736894853549,,0.004698033083703823,,dynamic,,,0,False,,,,0.004698033083703823,71,71,calibrate,18.305581241588392,,,calibrate,0.0,,,,linear_000071,0,,,,4.194701671600342
,,,,0.0,0.0,45416.72192194913,2.6154477045915017,,0.004692368467597224,,dynamic,,,0,False,,,,0.004692368467597224,72,72,calibrate,17.99334273874175,,,calibrate,0.0,,,,linear_000072,0,,,,4.000120639801025
,,,,0.0,0.0,46988.982688913675,8.59262492243083,,0.004613196763577196,,dynamic,,,0,False,,,,0.004613196763577196,73,73,calibrate,18.181238522355148,,,calibrate,0.0,,,,linear_000073,0,,,,4.614625453948975
,,,,0.0,0.0,48725.97289806131,8.736682796947958,,0.004530224665655091,,dynamic,,,0,False,,,,0.004530224665655091,74,74,calibrate,18.525770810332926,,,calibrate,0.0,,,,linear_000074,0,,,,4.7703704833984375
,,,,0.0,0.0,48726.3653872591,0.11824917037232952,,0.004530206420216391,,dynamic,,,0,False,,,,0.004530206420216391,75,75,calibrate,19.28696480136614,,,calibrate,0.0,,,,linear_000075,0,,,,5.298046112060547
,,,,0.0,0.0,48853.50963698833,2.316704621585638,,0.00452430750986914,,dynamic,,,0,False,,,,0.00452430750986914,76,76,calibrate,19.487069519098497,,,calibrate,0.0,,,,linear_000076,0,,,,4.867183685302734
,,,,0.0,0.0,50251.61848368586,7.495649336137008,,0.0044609255278820125,,dynamic,,,0,False,,,,0.0044609255278820125,77,77,calibrate,19.842516568414293,,,calibrate,0.0,,,,linear_000077,0,,,,4.988399505615234
,,,,0.0,0.0,50488.20106252982,4.1101142081384525,,0.0044504615333640606,,dynamic,,,0,False,,,,0.0044504615333640606,78,78,calibrate,19.208716852578007,,,calibrate,0.0,,,,linear_000078,0,,,,3.742290496826172
,,,,0.0,0.0,50660.57948382495,3.9373151564056834,,0.0044428834791447915,,dynamic,,,0,False,,,,0.0044428834791447915,79,79,calibrate,18.342436571014016,,,calibrate,0.0,,,,linear_000079,0,,,,3.334580898284912
,,,,0.0,0.0,50744.931402703645,2.3011772322718738,,0.004439189301157362,,dynamic,,,0,False,,,,0.004439189301157362,80,80,calibrate,18.0468740222512,,,calibrate,0.0,,,,linear_000080,0,,,,3.9911441802978516
,,,,0.0,0.0,50844.39940490504,2.395405630821931,,0.004434844934178125,,dynamic,,,0,False,,,,0.004434844934178125,81,81,calibrate,17.875975164544624,,,calibrate,0.0,,,,linear_000081,0,,,,4.163538932800293
,,,,0.0,0.0,50980.3618621621,2.2220466237418317,,0.004428927214538634,,dynamic,,,0,False,,,,0.004428927214538634,82,82,calibrate,18.75440369715936,,,calibrate,0.0,,,,linear_000082,0,,,,5.247547149658203
,,,,0.0,0.0,52200.27893775814,7.83363719028976,,0.004376869401142979,,dynamic,,,0,False,,,,0.004376869401142979,83,83,calibrate,18.594947289526964,,,calibrate,0.0,,,,linear_000083,0,,,,4.458632946014404
,,,,0.0,0.0,52200.426474152766,0.10666309542372657,,0.004376863215867962,,dynamic,,,0,False,,,,0.004376863215867962,84,84,calibrate,17.90801263576706,,,calibrate,0.0,,,,linear_000084,0,,,,3.601101875305176
,,,,0.0,0.0,52227.27577240633,1.6047532831747,,0.004375738029733605,,dynamic,,,0,False,,,,0.004375738029733605,85,85,calibrate,17.06781693540402,,,calibrate,0.0,,,,linear_000085,0,,,,3.22892689704895
,,,,0.0,0.0,52227.410733329525,0.09065853006050634,,0.004375732376054651,,dynamic,,,0,False,,,,0.004375732376054651,86,86,calibrate,16.87548757250969,,,calibrate,0.0,,,,linear_000086,0,,,,4.052241802215576
,,,,0.0,0.0,52561.52626200929,4.703407776670355,,0.004361802692005468,,dynamic,,,0,False,,,,0.004361802692005468,87,87,calibrate,16.58810862104317,,,calibrate,0.0,,,,linear_000087,0,,,,3.886294364929199
,,,,0.0,0.0,53540.35472880423,6.747627819758165,,0.004321747384864618,,dynamic,,,0,False,,,,0.004321747384864618,88,88,calibrate,17.00783326681387,,,calibrate,0.0,,,,linear_000088,0,,,,4.636627197265625
,,,,0.0,0.0,55282.9146668396,8.65783515808404,,0.004253089617710392,,dynamic,,,0,False,,,,0.004253089617710392,89,89,calibrate,17.517248084962333,,,calibrate,0.0,,,,linear_000089,0,,,,4.821526527404785
,,,,0.0,0.0,55580.28069946734,4.835669755204614,,0.004241696903018778,,dynamic,,,0,False,,,,0.004241696903018778,90,90,calibrate,16.995723855194186,,,calibrate,0.0,,,,linear_000090,0,,,,3.566063642501831
,,,,0.0,0.0,55580.752729895685,0.1710570847534173,,0.004241678891259682,,dynamic,,,0,False,,,,0.004241678891259682,91,91,calibrate,16.717516073956617,,,calibrate,0.0,,,,linear_000091,0,,,,4.0164642333984375
,,,,0.0,0.0,57986.340416499756,10.611213227566417,,0.0041527630302179395,,dynamic,,,0,False,,,,0.0041527630302179395,92,92,calibrate,16.948649469052647,,,calibrate,0.0,,,,linear_000092,0,,,,4.622166156768799
,,,,0.0,0.0,60792.68388967493,9.274744348337446,,0.004055779553132124,,dynamic,,,0,False,,,,0.004055779553132124,93,93,calibrate,18.10921142493026,,,calibrate,0.0,,,,linear_000093,0,,,,5.711740493774414
,,,,0.0,0.0,61367.66631194606,4.78053729356964,,0.004036734588269884,,dynamic,,,0,False,,,,0.004036734588269884,94,94,calibrate,18.50711034585121,,,calibrate,0.0,,,,linear_000094,0,,,,5.0159196853637695
,,,,0.0,0.0,62277.85805993557,6.284587468265701,,0.004007127547646805,,dynamic,,,0,False,,,,0.004007127547646805,95,95,calibrate,18.733744397625102,,,calibrate,0.0,,,,linear_000095,0,,,,4.800535678863525
,,,,0.0,0.0,67808.79418537839,13.393756153929749,,0.003840227817635538,,dynamic,,,0,False,,,,0.003840227817635538,96,96,calibrate,19.699518513559703,,,calibrate,0.0,,,,linear_000096,0,,,,5.55260705947876
,,,,0.0,0.0,69183.71877705687,7.816309269272265,,0.0038018768812503436,,dynamic,,,0,False,,,,0.0038018768812503436,97,97,calibrate,19.76735067759971,,,calibrate,0.0,,,,linear_000097,0,,,,4.743923664093018
,,,,0.0,0.0,69793.18256788368,4.85374359890033,,0.0037852406790575594,,dynamic,,,0,False,,,,0.0037852406790575594,98,98,calibrate,20.259012747202767,,,calibrate,0.0,,,,linear_000098,0,,,,5.086243152618408
,,,,0.0,0.0,69801.17990143273,0.6526134325438956,,0.0037850238295755716,,dynamic,,,0,False,,,,0.0037850238295755716,99,99,calibrate,20.035318126668503,,,calibrate,0.0,,,,linear_000099,0,,,,4.333278179168701
,,,,0.0,0.0,69804.24651186653,0.32292048094979797,,0.0037849406876348493,,dynamic,,,0,False,,,,0.0037849406876348493,100,100,calibrate,20.733446349544653,,,calibrate,0.0,,,,linear_000100,0,,,,5.422926425933838
,,,,0.0,0.0,70064.87751908747,3.368440782938243,,0.003777894418289137,,dynamic,,,0,False,,,,0.003777894418289137,101,101,calibrate,20.71384063771434,,,calibrate,0.0,,,,linear_000101,0,,,,4.792742729187012
,,,,0.0,0.0,70088.43738420008,1.0613630720018312,,0.003777259405102455,,dynamic,,,0,False,,,,0.003777259405102455,102,102,calibrate,20.639102379275332,,,calibrate,0.0,,,,linear_000102,0,,,,4.573223114013672
,,,,0.0,0.0,70245.74949419452,3.2681971981939624,,0.0037730275355585753,,dynamic,,,0,False,,,,0.0037730275355585753,103,103,calibrate,19.958548879888536,,,calibrate,0.0,,,,linear_000103,0,,,,3.8377158641815186
,,,,0.0,0.0,70353.73442625585,2.2247251824801624,,0.003770130840840321,,dynamic,,,0,False,,,,0.003770130840840321,104,104,calibrate,19.906803390932897,,,calibrate,0.0,,,,linear_000104,0,,,,4.670949935913086
,,,,0.0,0.0,70695.06538960857,4.489522954411911,,0.0037610183274137646,,dynamic,,,0,False,,,,0.0037610183274137646,105,105,calibrate,19.53116928220593,,,calibrate,0.0,,,,linear_000105,0,,,,4.115168571472168
,,,,0.0,0.0,70788.217387295,2.206061604354734,,0.0037585429034182956,,dynamic,,,0,False,,,,0.0037585429034182956,106,106,calibrate,19.430353394511748,,,calibrate,0.0,,,,linear_000106,0,,,,4.375003814697266
,,,,0.0,0.0,71582.83376529555,5.544018824885206,,0.0037376235417561263,,dynamic,,,0,False,,,,0.0037376235417561263,107,107,calibrate,19.98336339162889,,,calibrate,0.0,,,,linear_000107,0,,,,5.084568023681641
,,,,0.0,0.0,71893.96855166642,3.6280126048028536,,0.0037295271351437194,,dynamic,,,0,False,,,,0.0037295271351437194,108,108,calibrate,20.194037044100437,,,calibrate,0.0,,,,linear_000108,0,,,,4.861894130706787
,,,,0.0,0.0,72065.59121888662,2.8302492609748473,,0.003725083593384717,,dynamic,,,0,False,,,,0.003725083593384717,109,109,calibrate,20.17860564096335,,,calibrate,0.0,,,,linear_000109,0,,,,4.6287384033203125
,,,,0.0,0.0,72243.15206863324,2.971683645180912,,0.0037205029798021492,,dynamic,,,0,False,,,,0.0037205029798021492,110,110,calibrate,20.087239629749,,,calibrate,0.0,,,,linear_000110,0,,,,4.484055995941162
,,,,0.0,0.0,72525.22800898974,4.657860732631679,,0.0037132607633480826,,dynamic,,,0,False,,,,0.0037132607633480826,111,111,calibrate,19.33620743074424,,,calibrate,0.0,,,,linear_000111,0,,,,3.605757474899292
,,,,0.0,0.0,73420.74743034929,6.423321853268323,,0.0036905457999583356,,dynamic,,,0,False,,,,0.0036905457999583356,112,112,calibrate,19.497228279737428,,,calibrate,0.0,,,,linear_000112,0,,,,4.658840179443359
,,,,0.0,0.0,73860.92900925361,5.65421480549684,,0.003679532278357587,,dynamic,,,0,False,,,,0.003679532278357587,113,113,calibrate,18.828625230639574,,,calibrate,0.0,,,,linear_000113,0,,,,3.7105956077575684
,,,,0.0,0.0,73879.85918437464,0.959040140645179,,0.0036790608464031113,,dynamic,,,0,False,,,,0.0036790608464031113,114,114,calibrate,18.818975485896768,,,calibrate,0.0,,,,linear_000114,0,,,,4.5367045402526855
,,,,0.0,0.0,73939.49155101718,1.887641906993121,,0.0036775769617198926,,dynamic,,,0,False,,,,0.0036775769617198926,115,115,calibrate,18.58823383739433,,,calibrate,0.0,,,,linear_000115,0,,,,4.09092378616333
,,,,0.0,0.0,73953.6592115287,0.7325088321897273,,0.00367722467923595,,dynamic,,,0,False,,,,0.00367722467923595,116,116,calibrate,19.316517275260164,,,calibrate,0.0,,,,linear_000116,0,,,,5.138497829437256
,,,,0.0,0.0,73959.44092895642,0.588996474445211,,0.0036770809444451533,,dynamic,,,0,False,,,,0.0036770809444451533,117,117,calibrate,18.974267378181814,,,calibrate,0.0,,,,linear_000117,0,,,,4.082401752471924
,,,,0.0,0.0,73989.83952459211,1.1533066463203114,,0.003676325505720148,,dynamic,,,0,False,,,,0.003676325505720148,118,118,calibrate,19.323144582050777,,,calibrate,0.0,,,,linear_000118,0,,,,4.780595302581787
,,,,0.0,0.0,74071.23285528926,2.7634417484676153,,0.003674305081506669,,dynamic,,,0,False,,,,0.003674305081506669,119,119,calibrate,18.334123400526618,,,calibrate,0.0,,,,linear_000119,0,,,,3.2647061347961426
