C_hat,D_hat,G_hat,N_star_theory,P_T,P_T_est,S_scalar,acc,accountant,base_eta_t,c_hat,comparator_type,delta_step_theory,delta_total,drift_boost_remaining,drift_flag,eps_remaining,eps_spent,eps_step_theory,eta_t,event,event_id,event_type,lambda_est,m_capacity,m_used,op,regret,rho_remaining,rho_spent,rho_step,sample_id,segment_id,sens_delete,sigma_step,sigma_step_theory,x_norm
,,,,0.0,0.0,1734.0079612307384,1.1332673427417286,,0.02401455019304277,,dynamic,,,0,False,,,,0.02401455019304277,14,14,calibrate,20.667563932424784,,,calibrate,0.0,,,,linear_000014,0,,,,4.604259014129639
,,,,0.0,0.0,1751.2230019686576,1.1421305940187694,,0.023896223608332375,,dynamic,,,0,False,,,,0.023896223608332375,15,15,calibrate,19.895512984288548,,,calibrate,0.0,,,,linear_000015,0,,,,3.632772922515869
,,,,0.0,0.0,1913.5674995698532,2.573892756934142,,0.022860099001608535,,dynamic,,,0,False,,,,0.022860099001608535,16,16,calibrate,20.283388727349806,,,calibrate,0.0,,,,linear_000016,0,,,,4.950263500213623
,,,,0.0,0.0,2107.9027430575447,2.833573124078712,,0.02178084455141631,,dynamic,,,0,False,,,,0.02178084455141631,17,17,calibrate,20.57404454009799,,,calibrate,0.0,,,,linear_000017,0,,,,4.919731140136719
,,,,0.0,0.0,2140.1278118046657,1.2440973609438293,,0.021616239551501618,,dynamic,,,0,False,,,,0.021616239551501618,18,18,calibrate,20.35840517795034,,,calibrate,0.0,,,,linear_000018,0,,,,4.5629167556762695
,,,,0.0,0.0,2140.659354618743,0.19314591299164396,,0.02161355564242315,,dynamic,,,0,False,,,,0.02161355564242315,19,19,calibrate,19.67032572647051,,,calibrate,0.0,,,,linear_000019,0,,,,3.774709939956665
,,,,0.0,0.0,2145.012639045399,0.6765375365098301,,0.02159161224203028,,dynamic,,,0,False,,,,0.02159161224203028,20,20,calibrate,18.58960486418433,,,calibrate,0.0,,,,linear_000020,0,,,,3.0840160846710205
,,,,0.0,0.0,2153.4295749579414,0.5190600799835313,,0.021549374234820375,,dynamic,,,0,False,,,,0.021549374234820375,21,21,calibrate,19.50057541785007,,,calibrate,0.0,,,,linear_000021,0,,,,5.589325428009033
,,,,0.0,0.0,2189.0737468928514,1.1964614913041538,,0.02137321250058926,,dynamic,,,0,False,,,,0.02137321250058926,22,22,calibrate,19.564898283840172,,,calibrate,0.0,,,,linear_000022,0,,,,4.98994255065918
,,,,0.0,0.0,2286.1966940388015,2.492281785926192,,0.020914293760855653,,dynamic,,,0,False,,,,0.020914293760855653,23,23,calibrate,18.97624137504222,,,calibrate,0.0,,,,linear_000023,0,,,,3.954246997833252
,,,,0.0,0.0,2297.979311896285,0.7336058512699968,,0.020860607067238673,,dynamic,,,0,False,,,,0.020860607067238673,24,24,calibrate,18.961724952502134,,,calibrate,0.0,,,,linear_000024,0,,,,4.679054260253906
,,,,0.0,0.0,2560.187463159845,3.4796049228500205,,0.019763511770087023,,dynamic,,,0,False,,,,0.019763511770087023,25,25,calibrate,18.966184452933806,,,calibrate,0.0,,,,linear_000025,0,,,,4.65364408493042
,,,,0.0,0.0,2566.954793261239,0.7298007101741888,,0.019737443045677282,,dynamic,,,0,False,,,,0.019737443045677282,26,26,calibrate,18.20751505206665,,,calibrate,0.0,,,,linear_000026,0,,,,3.564547538757324
,,,,0.0,0.0,2657.922376573205,1.558503859636748,,0.019396744862678623,,dynamic,,,0,False,,,,0.019396744862678623,27,27,calibrate,19.729875341840813,,,calibrate,0.0,,,,linear_000027,0,,,,6.11977481842041
,,,,0.0,0.0,2657.998402344864,0.07593622213617937,,0.019396467461638905,,dynamic,,,0,False,,,,0.019396467461638905,28,28,calibrate,18.678397893879733,,,calibrate,0.0,,,,linear_000028,0,,,,3.6310434341430664
,,,,0.0,0.0,2702.9228405465037,1.706490786956961,,0.019234600738868013,,dynamic,,,0,False,,,,0.019234600738868013,29,29,calibrate,18.103179298640427,,,calibrate,0.0,,,,linear_000029,0,,,,3.927691698074341
,,,,0.0,0.0,2723.3084824251187,1.3124554587043116,,0.01916247408852909,,dynamic,,,0,False,,,,0.01916247408852909,30,30,calibrate,17.43720177202674,,,calibrate,0.0,,,,linear_000030,0,,,,3.440152168273926
,,,,0.0,0.0,2749.1566524831615,1.2792635662393488,,0.019072176458731833,,dynamic,,,0,False,,,,0.019072176458731833,31,31,calibrate,16.920680840512016,,,calibrate,0.0,,,,linear_000031,0,,,,3.9742469787597656
,,,,0.0,0.0,2898.2082678642546,2.926182896727517,,0.018575272965257603,,dynamic,,,0,False,,,,0.018575272965257603,32,32,calibrate,16.905747920302183,,,calibrate,0.0,,,,linear_000032,0,,,,4.172216892242432
,,,,0.0,0.0,2941.4999294464014,1.3350582422544655,,0.018438075069479178,,dynamic,,,0,False,,,,0.018438075069479178,33,33,calibrate,17.06778799765648,,,calibrate,0.0,,,,linear_000033,0,,,,4.928354263305664
,,,,0.0,0.0,2942.0264793377137,0.19766996131556913,,0.018436425016203118,,dynamic,,,0,False,,,,0.018436425016203118,34,34,calibrate,16.59766904460451,,,calibrate,0.0,,,,linear_000034,0,,,,3.670955181121826
,,,,0.0,0.0,2942.0627113697556,0.04905316260255499,,0.01843631149190672,,dynamic,,,0,False,,,,0.01843631149190672,35,35,calibrate,16.300186667093996,,,calibrate,0.0,,,,linear_000035,0,,,,3.880425214767456
,,,,0.0,0.0,2945.752269731758,0.523123274853631,,0.018424762122898376,,dynamic,,,0,False,,,,0.018424762122898376,36,36,calibrate,15.883815929365332,,,calibrate,0.0,,,,linear_000036,0,,,,3.671834945678711
,,,,0.0,0.0,3021.9525916980765,1.6610092585467504,,0.018190983359048923,,dynamic,,,0,False,,,,0.018190983359048923,37,37,calibrate,16.87039760977081,,,calibrate,0.0,,,,linear_000037,0,,,,5.255406856536865
,,,,0.0,0.0,3057.425005512482,1.2001753634057206,,0.018085149092788026,,dynamic,,,0,False,,,,0.018085149092788026,38,38,calibrate,17.259261246134564,,,calibrate,0.0,,,,linear_000038,0,,,,4.962501525878906
,,,,0.0,0.0,3144.5275781012774,1.9333424186185402,,0.017832913214244586,,dynamic,,,0,False,,,,0.017832913214244586,39,39,calibrate,17.60190683198182,,,calibrate,0.0,,,,linear_000039,0,,,,4.827326774597168
,,,,0.0,0.0,3148.612545825911,0.35926054536558394,,0.017821341368418026,,dynamic,,,0,False,,,,0.017821341368418026,40,40,calibrate,18.586215426208767,,,calibrate,0.0,,,,linear_000040,0,,,,5.6258063316345215
,,,,0.0,0.0,3165.1482230372058,1.1809693941354993,,0.017774728410568166,,dynamic,,,0,False,,,,0.017774728410568166,41,41,calibrate,17.671618256531655,,,calibrate,0.0,,,,linear_000041,0,,,,3.4432802200317383
,,,,0.0,0.0,3165.4318544731427,0.1148870360503509,,0.0177739320603525,,dynamic,,,0,False,,,,0.0177739320603525,42,42,calibrate,17.867869671564918,,,calibrate,0.0,,,,linear_000042,0,,,,4.635601997375488
,,,,0.0,0.0,3194.6458319024878,1.5560259903568028,,0.017692477053693173,,dynamic,,,0,False,,,,0.017692477053693173,43,43,calibrate,17.199935403395163,,,calibrate,0.0,,,,linear_000043,0,,,,3.4735896587371826
,,,,0.0,0.0,3356.5565839772335,2.394893679158777,,0.017260485749726107,,dynamic,,,0,False,,,,0.017260485749726107,44,44,calibrate,17.74167084390957,,,calibrate,0.0,,,,linear_000044,0,,,,5.313144207000732
,,,,0.0,0.0,3366.795704976216,0.5655167991170624,,0.01723421941341051,,dynamic,,,0,False,,,,0.01723421941341051,45,45,calibrate,18.529264834555036,,,calibrate,0.0,,,,linear_000045,0,,,,5.658298492431641
,,,,0.0,0.0,3367.121938187864,0.11493113463763271,,0.017233384499937776,,dynamic,,,0,False,,,,0.017233384499937776,46,46,calibrate,18.43676455086345,,,calibrate,0.0,,,,linear_000046,0,,,,4.969656467437744
,,,,0.0,0.0,3392.663121866798,1.2687575301011313,,0.017168392401007097,,dynamic,,,0,False,,,,0.017168392401007097,47,47,calibrate,18.101862572557945,,,calibrate,0.0,,,,linear_000047,0,,,,3.9832894802093506
,,,,0.0,0.0,3393.8342355371324,0.2484218439630843,,0.017165429988518225,,dynamic,,,0,False,,,,0.017165429988518225,48,48,calibrate,18.048727851927737,,,calibrate,0.0,,,,linear_000048,0,,,,4.356219291687012
,,,,0.0,0.0,3698.686388713011,3.2174387404359224,,0.016442817837097428,,dynamic,,,0,False,,,,0.016442817837097428,49,49,calibrate,19.078402316794126,,,calibrate,0.0,,,,linear_000049,0,,,,5.426681995391846
,,,,0.0,0.0,3700.941680339035,0.3197588540975669,,0.016437807085268014,,dynamic,,,0,False,,,,0.016437807085268014,50,50,calibrate,18.830928951560974,,,calibrate,0.0,,,,linear_000050,0,,,,4.696547985076904
,,,,0.0,0.0,3704.8931462535625,0.4262117028167579,,0.016429038848215175,,dynamic,,,0,False,,,,0.016429038848215175,51,51,calibrate,18.774351890173683,,,calibrate,0.0,,,,linear_000051,0,,,,4.6639485359191895
,,,,0.0,0.0,4071.870362278219,3.898531152535548,,0.01567122797971674,,dynamic,,,0,False,,,,0.01567122797971674,52,52,calibrate,19.01520038238788,,,calibrate,0.0,,,,linear_000052,0,,,,4.913812160491943
,,,,0.0,0.0,4072.0927858960395,0.08902092430566588,,0.015670799981264184,,dynamic,,,0,False,,,,0.015670799981264184,53,53,calibrate,19.465460077237225,,,calibrate,0.0,,,,linear_000053,0,,,,5.297834396362305
,,,,0.0,0.0,4088.3607913232727,1.20051148907604,,0.015639591047078114,,dynamic,,,0,False,,,,0.015639591047078114,54,54,calibrate,18.573887649137898,,,calibrate,0.0,,,,linear_000054,0,,,,3.3597025871276855
,,,,0.0,0.0,4121.395674033889,1.1412219680713163,,0.015576785681138228,,dynamic,,,0,False,,,,0.015576785681138228,55,55,calibrate,18.91746103183047,,,calibrate,0.0,,,,linear_000055,0,,,,5.036354064941406
,,,,0.0,0.0,4773.433157059269,4.567144047151238,,0.01447386698930441,,dynamic,,,0,False,,,,0.01447386698930441,56,56,calibrate,19.396124297777483,,,calibrate,0.0,,,,linear_000056,0,,,,5.591026782989502
,,,,0.0,0.0,4899.931424227201,2.945971424572309,,0.014285814251446934,,dynamic,,,0,False,,,,0.014285814251446934,57,57,calibrate,18.647280390772174,,,calibrate,0.0,,,,linear_000057,0,,,,3.817805051803589
,,,,0.0,0.0,4975.208999551627,2.054892033439076,,0.01417732630883777,,dynamic,,,0,False,,,,0.01417732630883777,58,58,calibrate,18.376688135535048,,,calibrate,0.0,,,,linear_000058,0,,,,4.222248554229736
,,,,0.0,0.0,5015.060719443276,1.37596289441267,,0.014120884546479438,,dynamic,,,0,False,,,,0.014120884546479438,59,59,calibrate,18.450489272437345,,,calibrate,0.0,,,,linear_000059,0,,,,4.587930202484131
,,,,0.0,0.0,5529.29467302612,4.9998525754785685,,0.013448230130430564,,dynamic,,,0,False,,,,0.013448230130430564,60,60,calibrate,18.582048201608078,,,calibrate,0.0,,,,linear_000060,0,,,,4.5354790687561035
,,,,0.0,0.0,5608.032576497352,1.9595210677344979,,0.013353488481235914,,dynamic,,,0,False,,,,0.013353488481235914,61,61,calibrate,18.499220631523755,,,calibrate,0.0,,,,linear_000061,0,,,,4.5283708572387695
,,,,0.0,0.0,5884.231672554579,3.588762769043491,,0.013036323177902424,,dynamic,,,0,False,,,,0.013036323177902424,62,62,calibrate,18.647594161278377,,,calibrate,0.0,,,,linear_000062,0,,,,4.630910396575928
,,,,0.0,0.0,6146.542045089646,3.63677835076772,,0.012755120670522653,,dynamic,,,0,False,,,,0.012755120670522653,63,63,calibrate,18.53080141944109,,,calibrate,0.0,,,,linear_000063,0,,,,4.453392028808594
,,,,0.0,0.0,6169.931939867805,1.0161831324352857,,0.012730920710192854,,dynamic,,,0,False,,,,0.012730920710192854,64,64,calibrate,18.771819345333107,,,calibrate,0.0,,,,linear_000064,0,,,,4.759289741516113
,,,,0.0,0.0,6508.677499858798,3.948165068399603,,0.012395202420977655,,dynamic,,,0,False,,,,0.012395202420977655,65,65,calibrate,18.885583522748988,,,calibrate,0.0,,,,linear_000065,0,,,,4.661669731140137
,,,,0.0,0.0,6561.416153611218,1.8463903529143455,,0.012345287497751113,,dynamic,,,0,False,,,,0.012345287497751113,66,66,calibrate,18.370838235663612,,,calibrate,0.0,,,,linear_000066,0,,,,3.933154344558716
,,,,0.0,0.0,7247.890303559785,5.963475791327044,,0.011746113530771117,,dynamic,,,0,False,,,,0.011746113530771117,67,67,calibrate,18.380480125821634,,,calibrate,0.0,,,,linear_000067,0,,,,4.393520355224609
,,,,0.0,0.0,7384.314716742321,2.2499639273323067,,0.011637103610455822,,dynamic,,,0,False,,,,0.011637103610455822,68,68,calibrate,18.87164919977778,,,calibrate,0.0,,,,linear_000068,0,,,,5.191232681274414
,,,,0.0,0.0,7396.194543169763,0.7434582558502766,,0.011627754050483037,,dynamic,,,0,False,,,,0.011627754050483037,69,69,calibrate,19.003262549647026,,,calibrate,0.0,,,,linear_000069,0,,,,4.636053562164307
,,,,0.0,0.0,7398.977939368809,0.4315016938819487,,0.011625566742245881,,dynamic,,,0,False,,,,0.011625566742245881,70,70,calibrate,18.507905642219498,,,calibrate,0.0,,,,linear_000070,0,,,,3.866384267807007
,,,,0.0,0.0,7405.003056615557,0.5851695142463479,,0.011620836179939384,,dynamic,,,0,False,,,,0.011620836179939384,71,71,calibrate,18.305600601129743,,,calibrate,0.0,,,,linear_000071,0,,,,4.194701671600342
,,,,0.0,0.0,7419.817393542233,0.9622058653829286,,0.011609229357962108,,dynamic,,,0,False,,,,0.011609229357962108,72,72,calibrate,17.993339177405044,,,calibrate,0.0,,,,linear_000072,0,,,,4.000120639801025
,,,,0.0,0.0,7525.7839878769555,2.23073519028287,,0.011527207891900579,,dynamic,,,0,False,,,,0.011527207891900579,73,73,calibrate,18.18123648403302,,,calibrate,0.0,,,,linear_000073,0,,,,4.614625453948975
,,,,0.0,0.0,7528.828383151365,0.36576185734544203,,0.011524877056091964,,dynamic,,,0,False,,,,0.011524877056091964,74,74,calibrate,18.52575176366586,,,calibrate,0.0,,,,linear_000074,0,,,,4.7703704833984375
,,,,0.0,0.0,7578.0699891226595,1.3244951202668187,,0.011487372232338021,,dynamic,,,0,False,,,,0.011487372232338021,75,75,calibrate,19.28694393868645,,,calibrate,0.0,,,,linear_000075,0,,,,5.298046112060547
,,,,0.0,0.0,7625.833080948182,1.419935101224492,,0.011451341136534917,,dynamic,,,0,False,,,,0.011451341136534917,76,76,calibrate,19.487073370861374,,,calibrate,0.0,,,,linear_000076,0,,,,4.867183685302734
,,,,0.0,0.0,7802.08764140222,2.6613926336041627,,0.011321255396557116,,dynamic,,,0,False,,,,0.011321255396557116,77,77,calibrate,19.842499136144884,,,calibrate,0.0,,,,linear_000077,0,,,,4.988399505615234
,,,,0.0,0.0,7844.107380144882,1.7321646430085096,,0.011290891521574331,,dynamic,,,0,False,,,,0.011290891521574331,78,78,calibrate,19.208726398404934,,,calibrate,0.0,,,,linear_000078,0,,,,3.742290496826172
,,,,0.0,0.0,7859.485531260968,1.1760094533227523,,0.011279840031453693,,dynamic,,,0,False,,,,0.011279840031453693,79,79,calibrate,18.34245491218345,,,calibrate,0.0,,,,linear_000079,0,,,,3.334580898284912
,,,,0.0,0.0,8057.083426195695,3.5220356039880594,,0.011140663834240895,,dynamic,,,0,False,,,,0.011140663834240895,80,80,calibrate,18.046886558715315,,,calibrate,0.0,,,,linear_000080,0,,,,3.9911441802978516
,,,,0.0,0.0,8384.290420191399,4.344588488118111,,0.010921111557270467,,dynamic,,,0,False,,,,0.010921111557270467,81,81,calibrate,17.875998724169406,,,calibrate,0.0,,,,linear_000081,0,,,,4.163538932800293
,,,,0.0,0.0,8386.623190767876,0.29105810804633303,,0.010919592577642887,,dynamic,,,0,False,,,,0.010919592577642887,82,82,calibrate,18.754415454072817,,,calibrate,0.0,,,,linear_000082,0,,,,5.247547149658203
,,,,0.0,0.0,8574.448310996568,3.0737968208760313,,0.010799332346545317,,dynamic,,,0,False,,,,0.010799332346545317,83,83,calibrate,18.594956328079657,,,calibrate,0.0,,,,linear_000083,0,,,,4.458632946014404
,,,,0.0,0.0,8657.013675950277,2.523268831824334,,0.010747710213573588,,dynamic,,,0,False,,,,0.010747710213573588,84,84,calibrate,17.90806567392239,,,calibrate,0.0,,,,linear_000084,0,,,,3.601101875305176
,,,,0.0,0.0,9036.004944704297,6.029154457314171,,0.010519903839932032,,dynamic,,,0,False,,,,0.010519903839932032,85,85,calibrate,17.06786815412218,,,calibrate,0.0,,,,linear_000085,0,,,,3.22892689704895
,,,,0.0,0.0,9088.011938885393,1.7796537447098366,,0.010489760088523623,,dynamic,,,0,False,,,,0.010489760088523623,86,86,calibrate,16.875537532261813,,,calibrate,0.0,,,,linear_000086,0,,,,4.052241802215576
,,,,0.0,0.0,9110.832824878991,1.2292226512772788,,0.01047661443458253,,dynamic,,,0,False,,,,0.01047661443458253,87,87,calibrate,16.58814857298643,,,calibrate,0.0,,,,linear_000087,0,,,,3.886294364929199
,,,,0.0,0.0,9202.901203178235,2.069441161563985,,0.010424077225563839,,dynamic,,,0,False,,,,0.010424077225563839,88,88,calibrate,17.007863373542552,,,calibrate,0.0,,,,linear_000088,0,,,,4.636627197265625
,,,,0.0,0.0,9442.416271453707,3.2098288577631213,,0.010291020154480947,,dynamic,,,0,False,,,,0.010291020154480947,89,89,calibrate,17.51726814219273,,,calibrate,0.0,,,,linear_000089,0,,,,4.821526527404785
,,,,0.0,0.0,9446.488651717587,0.5658940234481069,,0.01028880168650691,,dynamic,,,0,False,,,,0.01028880168650691,90,90,calibrate,16.995793101269722,,,calibrate,0.0,,,,linear_000090,0,,,,3.566063642501831
,,,,0.0,0.0,9464.19279030919,1.0475950977421968,,0.010279173837554674,,dynamic,,,0,False,,,,0.010279173837554674,91,91,calibrate,16.717584947431085,,,calibrate,0.0,,,,linear_000091,0,,,,4.0164642333984375
,,,,0.0,0.0,9980.655713523756,4.9167037826729905,,0.01000968619845051,,dynamic,,,0,False,,,,0.01000968619845051,92,92,calibrate,16.948711507007154,,,calibrate,0.0,,,,linear_000092,0,,,,4.622166156768799
,,,,0.0,0.0,10047.643192680898,1.4329411340087743,,0.009976263187380097,,dynamic,,,0,False,,,,0.009976263187380097,93,93,calibrate,18.10927798843391,,,calibrate,0.0,,,,linear_000093,0,,,,5.711740493774414
,,,,0.0,0.0,10090.846203559537,1.310407683049116,,0.009954884062430377,,dynamic,,,0,False,,,,0.009954884062430377,94,94,calibrate,18.50721171518291,,,calibrate,0.0,,,,linear_000094,0,,,,5.0159196853637695
,,,,0.0,0.0,10690.987575509205,5.103135790204537,,0.009671438791089823,,dynamic,,,0,False,,,,0.009671438791089823,95,95,calibrate,18.73379800600517,,,calibrate,0.0,,,,linear_000095,0,,,,4.800535678863525
,,,,0.0,0.0,10745.781014260132,1.3331141935065802,,0.009646749629137316,,dynamic,,,0,False,,,,0.009646749629137316,96,96,calibrate,19.6995807884972,,,calibrate,0.0,,,,linear_000096,0,,,,5.55260705947876
,,,,0.0,0.0,10985.236875049537,3.261933197106949,,0.009541030561486518,,dynamic,,,0,False,,,,0.009541030561486518,97,97,calibrate,19.76738209225941,,,calibrate,0.0,,,,linear_000097,0,,,,4.743923664093018
,,,,0.0,0.0,11009.5804886249,0.970052860027501,,0.009530476494758413,,dynamic,,,0,False,,,,0.009530476494758413,98,98,calibrate,20.25903970624571,,,calibrate,0.0,,,,linear_000098,0,,,,5.086243152618408
,,,,0.0,0.0,11371.959207470998,4.393035955873869,,0.009377398096923116,,dynamic,,,0,False,,,,0.009377398096923116,99,99,calibrate,20.03530675765732,,,calibrate,0.0,,,,linear_000099,0,,,,4.333278179168701
,,,,0.0,0.0,11445.35868684883,1.5798387647095213,,0.009347280945224504,,dynamic,,,0,False,,,,0.009347280945224504,100,100,calibrate,20.733446758872272,,,calibrate,0.0,,,,linear_000100,0,,,,5.422926425933838
,,,,0.0,0.0,11464.497320504504,0.912791036843329,,0.009339475591715184,,dynamic,,,0,False,,,,0.009339475591715184,101,101,calibrate,20.71383918919259,,,calibrate,0.0,,,,linear_000101,0,,,,4.792742729187012
,,,,0.0,0.0,11534.6747714677,1.8317929232407206,,0.009311021363519956,,dynamic,,,0,False,,,,0.009311021363519956,102,102,calibrate,20.63911475157709,,,calibrate,0.0,,,,linear_000102,0,,,,4.573223114013672
,,,,0.0,0.0,11541.283704341817,0.6698736042073908,,0.009308355077486619,,dynamic,,,0,False,,,,0.009308355077486619,103,103,calibrate,19.9585428271298,,,calibrate,0.0,,,,linear_000103,0,,,,3.8377158641815186
,,,,0.0,0.0,11547.19352098731,0.5204533246594942,,0.009305972779482682,,dynamic,,,0,False,,,,0.009305972779482682,104,104,calibrate,19.906814501233537,,,calibrate,0.0,,,,linear_000104,0,,,,4.670949935913086
,,,,0.0,0.0,11547.953187256613,0.211798931160615,,0.009305666684117725,,dynamic,,,0,False,,,,0.009305666684117725,105,105,calibrate,19.531209339304002,,,calibrate,0.0,,,,linear_000105,0,,,,4.115168571472168
,,,,0.0,0.0,12021.38765343382,4.973378165142396,,0.00912058508039521,,dynamic,,,0,False,,,,0.00912058508039521,106,106,calibrate,19.430382937140692,,,calibrate,0.0,,,,linear_000106,0,,,,4.375003814697266
,,,,0.0,0.0,12053.042654393852,1.106539906127751,,0.009108600474149778,,dynamic,,,0,False,,,,0.009108600474149778,107,107,calibrate,19.983403481775138,,,calibrate,0.0,,,,linear_000107,0,,,,5.084568023681641
,,,,0.0,0.0,12306.256445870198,3.272941224398729,,0.009014404031190136,,dynamic,,,0,False,,,,0.009014404031190136,108,108,calibrate,20.194057092299,,,calibrate,0.0,,,,linear_000108,0,,,,4.861894130706787
,,,,0.0,0.0,12732.300448540194,4.459278692586937,,0.008862302316246426,,dynamic,,,0,False,,,,0.008862302316246426,109,109,calibrate,20.17860458143584,,,calibrate,0.0,,,,linear_000109,0,,,,4.6287384033203125
,,,,0.0,0.0,13079.271896007882,4.154089296301429,,0.008743961081403066,,dynamic,,,0,False,,,,0.008743961081403066,110,110,calibrate,20.087239187386253,,,calibrate,0.0,,,,linear_000110,0,,,,4.484055995941162
,,,,0.0,0.0,13079.707303366038,0.18300012475187122,,0.008743815542340508,,dynamic,,,0,False,,,,0.008743815542340508,111,111,calibrate,19.33618296820674,,,calibrate,0.0,,,,linear_000111,0,,,,3.605757474899292
,,,,0.0,0.0,13084.52637508981,0.47119846113796027,,0.008742205206836247,,dynamic,,,0,False,,,,0.008742205206836247,112,112,calibrate,19.497223566475423,,,calibrate,0.0,,,,linear_000112,0,,,,4.658840179443359
,,,,0.0,0.0,13286.062358583315,3.825891683245103,,0.008675646678244,,dynamic,,,0,False,,,,0.008675646678244,113,113,calibrate,18.828625375061176,,,calibrate,0.0,,,,linear_000113,0,,,,3.7105956077575684
,,,,0.0,0.0,13288.087282097376,0.3136633682064178,,0.008674985627864841,,dynamic,,,0,False,,,,0.008674985627864841,114,114,calibrate,18.818958109986,,,calibrate,0.0,,,,linear_000114,0,,,,4.5367045402526855
,,,,0.0,0.0,13688.82406536857,4.893371786349798,,0.008547063471739839,,dynamic,,,0,False,,,,0.008547063471739839,115,115,calibrate,18.588210475616606,,,calibrate,0.0,,,,linear_000115,0,,,,4.09092378616333
,,,,0.0,0.0,14159.38511266432,4.221548636291095,,0.008403840535364108,,dynamic,,,0,False,,,,0.008403840535364108,116,116,calibrate,19.31646633155185,,,calibrate,0.0,,,,linear_000116,0,,,,5.138497829437256
,,,,0.0,0.0,14289.186443856639,2.790768550764711,,0.008365583695072641,,dynamic,,,0,False,,,,0.008365583695072641,117,117,calibrate,18.974238563112173,,,calibrate,0.0,,,,linear_000117,0,,,,4.082401752471924
,,,,0.0,0.0,14313.41578828421,1.0296481803824193,,0.008358500184663997,,dynamic,,,0,False,,,,0.008358500184663997,118,118,calibrate,19.32312025425434,,,calibrate,0.0,,,,linear_000118,0,,,,4.780595302581787
,,,,0.0,0.0,14376.196733961264,2.4270003638022524,,0.008340229403046571,,dynamic,,,0,False,,,,0.008340229403046571,119,119,calibrate,18.334057446843833,,,calibrate,0.0,,,,linear_000119,0,,,,3.2647061347961426
