C_hat,D_hat,G_hat,N_gamma,N_star_theory,P_T,P_T_est,S_scalar,acc,accountant,avg_regret,avg_regret_with_noise,base_eta_t,c_hat,comparator_type,cum_regret,cum_regret_with_noise,delta_step_theory,delta_total,drift_boost_remaining,drift_flag,eps_remaining,eps_spent,eps_step_theory,eta_t,event,event_id,event_type,lambda_est,m_capacity,m_used,noise_regret_cum,noise_regret_increment,op,regret,regret_dynamic,regret_increment,regret_path_term,regret_static_term,rho_remaining,rho_spent,rho_step,sample_id,segment_id,sens_delete,sigma_step,sigma_step_theory,x_norm
,,,,,0.0,0.0,4881.438974775004,7.786457999637306,,0.0,0.0,0.014312848285143632,,none,0.0,0.0,,,0,False,,,,0.014312848285143632,10,10,calibrate,20.008342328136088,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000010,0,,,,3.990851640701294
,,,,,0.0,0.0,6107.537350598797,6.9803602732164824,,0.0,0.0,0.012795784997954524,,none,0.0,0.0,,,0,False,,,,0.012795784997954524,11,11,calibrate,20.464215098686584,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000011,0,,,,5.01631498336792
,,,,,0.0,0.0,6329.344558613386,3.257263640508393,,0.0,0.0,0.012569576072747037,,none,0.0,0.0,,,0,False,,,,0.012569576072747037,12,12,calibrate,20.249783015620604,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000012,0,,,,4.572302341461182
,,,,,0.0,0.0,6432.9231913355725,1.9886766687039135,,0.0,0.0,0.01246797196326268,,none,0.0,0.0,,,0,False,,,,0.01246797196326268,13,13,calibrate,20.716264212191533,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000013,0,,,,5.117653846740723
,,,,,0.0,0.0,7010.4993298688105,5.219692162138461,,0.0,0.0,0.011943332521755372,,none,0.0,0.0,,,0,False,,,,0.011943332521755372,14,14,calibrate,20.667592105600274,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000014,0,,,,4.604259014129639
,,,,,0.0,0.0,7024.598271375789,1.0336059365762544,,0.0,0.0,0.011931340880575509,,none,0.0,0.0,,,0,False,,,,0.011931340880575509,15,15,calibrate,19.8955339863388,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000015,0,,,,3.632772922515869
,,,,,0.0,0.0,7272.3031004302975,3.179354090647082,,0.0,0.0,0.011726381367465592,,none,0.0,0.0,,,0,False,,,,0.011726381367465592,16,16,calibrate,20.283404540097422,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000016,0,,,,4.950263500213623
,,,,,0.0,0.0,7388.423030330163,2.1903424184832447,,0.0,0.0,0.011633867769834766,,none,0.0,0.0,,,0,False,,,,0.011633867769834766,17,17,calibrate,20.574063630479817,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000017,0,,,,4.919731140136719
,,,,,0.0,0.0,7601.053738314343,3.1957324832714376,,0.0,0.0,0.011469991565194973,,none,0.0,0.0,,,0,False,,,,0.011469991565194973,18,18,calibrate,20.358423022517204,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000018,0,,,,4.5629167556762695
,,,,,0.0,0.0,7622.081826263678,1.2148321667201691,,0.0,0.0,0.011454158714067271,,none,0.0,0.0,,,0,False,,,,0.011454158714067271,19,19,calibrate,19.670343777274717,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000019,0,,,,3.774709939956665
,,,,,0.0,0.0,7661.036797292615,2.0237869079030846,,0.0,0.0,0.011425000449581755,,none,0.0,0.0,,,0,False,,,,0.011425000449581755,20,20,calibrate,18.589627498053424,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000020,0,,,,3.0840160846710205
,,,,,0.0,0.0,9234.925448701339,7.097863249231911,,0.0,0.0,0.010405987576897965,,none,0.0,0.0,,,0,False,,,,0.010405987576897965,21,21,calibrate,19.500599620740008,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000021,0,,,,5.589325428009033
,,,,,0.0,0.0,9338.616676743017,2.040682447764862,,0.0,0.0,0.010348054929802451,,none,0.0,0.0,,,0,False,,,,0.010348054929802451,22,22,calibrate,19.56493528076277,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000022,0,,,,4.98994255065918
,,,,,0.0,0.0,9346.174567573962,0.6952428006179636,,0.0,0.0,0.01034387004717759,,none,0.0,0.0,,,0,False,,,,0.01034387004717759,23,23,calibrate,18.976292455690885,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000023,0,,,,3.954246997833252
,,,,,0.0,0.0,9704.169830801713,4.043714964223541,,0.0,0.0,0.010151279972378543,,none,0.0,0.0,,,0,False,,,,0.010151279972378543,24,24,calibrate,18.96177163413465,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000024,0,,,,4.679054260253906
,,,,,0.0,0.0,9954.709209103987,3.401299225677967,,0.0,0.0,0.010022722609015353,,none,0.0,0.0,,,0,False,,,,0.010022722609015353,25,25,calibrate,18.96623085023457,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000025,0,,,,4.65364408493042
,,,,,0.0,0.0,9958.802187296129,0.5675645864855298,,0.0,0.0,0.010020662772894583,,none,0.0,0.0,,,0,False,,,,0.010020662772894583,26,26,calibrate,18.20757722672878,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000026,0,,,,3.564547538757324
,,,,,0.0,0.0,10015.411074062697,1.2294386661138461,,0.0,0.0,0.00999230335784123,,none,0.0,0.0,,,0,False,,,,0.00999230335784123,27,27,calibrate,19.729930911475027,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000027,0,,,,6.11977481842041
,,,,,0.0,0.0,10039.846168184873,1.3613681092624828,,0.0,0.0,0.00998013625828497,,none,0.0,0.0,,,0,False,,,,0.00998013625828497,28,28,calibrate,18.67844466410114,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000028,0,,,,3.6310434341430664
,,,,,0.0,0.0,10314.301962367175,4.217924655967228,,0.0,0.0,0.009846459051745549,,none,0.0,0.0,,,0,False,,,,0.009846459051745549,29,29,calibrate,18.103233701279294,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000029,0,,,,3.927691698074341
,,,,,0.0,0.0,10668.203283928864,5.468440129311998,,0.0,0.0,0.009681761023704648,,none,0.0,0.0,,,0,False,,,,0.009681761023704648,30,30,calibrate,17.437256914087598,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000030,0,,,,3.440152168273926
,,,,,0.0,0.0,10677.414430509161,0.7636634168021602,,0.0,0.0,0.009677584012396915,,none,0.0,0.0,,,0,False,,,,0.009677584012396915,31,31,calibrate,16.920729027303572,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000031,0,,,,3.9742469787597656
,,,,,0.0,0.0,10684.136244231324,0.6214073359878571,,0.0,0.0,0.009674539257525195,,none,0.0,0.0,,,0,False,,,,0.009674539257525195,32,32,calibrate,16.905786023343524,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000032,0,,,,4.172216892242432
,,,,,0.0,0.0,10746.604300405037,1.603714569204848,,0.0,0.0,0.009646380108347093,,none,0.0,0.0,,,0,False,,,,0.009646380108347093,33,33,calibrate,17.06782307257759,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000033,0,,,,4.928354263305664
,,,,,0.0,0.0,11066.71746254067,4.873855950434258,,0.0,0.0,0.009505841942039057,,none,0.0,0.0,,,0,False,,,,0.009505841942039057,34,34,calibrate,16.597708601086435,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000034,0,,,,3.670955181121826
,,,,,0.0,0.0,11094.161062663245,1.3500231650703105,,0.0,0.0,0.00949407737261207,,none,0.0,0.0,,,0,False,,,,0.00949407737261207,35,35,calibrate,16.300220679226353,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000035,0,,,,3.880425214767456
,,,,,0.0,0.0,11330.429664911244,4.18619878550477,,0.0,0.0,0.009394567915880019,,none,0.0,0.0,,,0,False,,,,0.009394567915880019,36,36,calibrate,15.883849132535108,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000036,0,,,,3.671834945678711
,,,,,0.0,0.0,11955.500970973204,4.757277142452884,,0.0,0.0,0.009145682290646695,,none,0.0,0.0,,,0,False,,,,0.009145682290646695,37,37,calibrate,16.87042068256847,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000037,0,,,,5.255406856536865
,,,,,0.0,0.0,13005.809575753585,6.530671318988668,,0.0,0.0,0.008768621105436901,,none,0.0,0.0,,,0,False,,,,0.008768621105436901,38,38,calibrate,17.259275930651196,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000038,0,,,,4.962501525878906
,,,,,0.0,0.0,13274.65809480992,3.3966213101549854,,0.0,0.0,0.008679372503867109,,none,0.0,0.0,,,0,False,,,,0.008679372503867109,39,39,calibrate,17.60191119748799,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000039,0,,,,4.827326774597168
,,,,,0.0,0.0,14085.595216267628,5.061844992282653,,0.0,0.0,0.008425824288375154,,none,0.0,0.0,,,0,False,,,,0.008425824288375154,40,40,calibrate,18.5862172874115,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000040,0,,,,5.6258063316345215
,,,,,0.0,0.0,14266.884218143152,3.9103295730088456,,0.0,0.0,0.008372119750076496,,none,0.0,0.0,,,0,False,,,,0.008372119750076496,41,41,calibrate,17.67163409068841,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000041,0,,,,3.4432802200317383
,,,,,0.0,0.0,14535.821186641353,3.5376845113674222,,0.0,0.0,0.00829430906396007,,none,0.0,0.0,,,0,False,,,,0.00829430906396007,42,42,calibrate,17.867892437410244,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000042,0,,,,4.635601997375488
,,,,,0.0,0.0,14536.802128287509,0.2851301090983337,,0.0,0.0,0.00829402920975356,,none,0.0,0.0,,,0,False,,,,0.00829402920975356,43,43,calibrate,17.199956557686512,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000043,0,,,,3.4735896587371826
,,,,,0.0,0.0,14697.52958720949,2.386126333055437,,0.0,0.0,0.008248554124131153,,none,0.0,0.0,,,0,False,,,,0.008248554124131153,44,44,calibrate,17.74169102730948,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000044,0,,,,5.313144207000732
,,,,,0.0,0.0,14708.375485990644,0.5820321104342674,,0.0,0.0,0.008245512337439491,,none,0.0,0.0,,,0,False,,,,0.008245512337439491,45,45,calibrate,18.52927294001443,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000045,0,,,,5.658298492431641
,,,,,0.0,0.0,15338.605564845657,5.051532529084003,,0.0,0.0,0.008074340504771368,,none,0.0,0.0,,,0,False,,,,0.008074340504771368,46,46,calibrate,18.436796088961657,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000046,0,,,,4.969656467437744
,,,,,0.0,0.0,15406.399726263391,2.0670656591803906,,0.0,0.0,0.008056555796221138,,none,0.0,0.0,,,0,False,,,,0.008056555796221138,47,47,calibrate,18.101904829671973,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000047,0,,,,3.9832894802093506
,,,,,0.0,0.0,15427.864323013293,1.0635346280497093,,0.0,0.0,0.008050949352298989,,none,0.0,0.0,,,0,False,,,,0.008050949352298989,48,48,calibrate,18.0487585515631,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000048,0,,,,4.356219291687012
,,,,,0.0,0.0,16035.76551681807,4.543412211489478,,0.0,0.0,0.007896872960311042,,none,0.0,0.0,,,0,False,,,,0.007896872960311042,49,49,calibrate,19.078445776502406,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000049,0,,,,5.426681995391846
,,,,,0.0,0.0,16160.13817717726,2.374562909280722,,0.0,0.0,0.007866426062961208,,none,0.0,0.0,,,0,False,,,,0.007866426062961208,50,50,calibrate,18.830965496524758,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000050,0,,,,4.696547985076904
,,,,,0.0,0.0,16695.973440721766,4.963201451277266,,0.0,0.0,0.007739165381832114,,none,0.0,0.0,,,0,False,,,,0.007739165381832114,51,51,calibrate,18.77439444089607,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000051,0,,,,4.6639485359191895
,,,,,0.0,0.0,16887.057273493876,2.8131535525905873,,0.0,0.0,0.007695254930658741,,none,0.0,0.0,,,0,False,,,,0.007695254930658741,52,52,calibrate,19.015239910857897,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000052,0,,,,4.913812160491943
,,,,,0.0,0.0,16900.177968252843,0.6837227965595538,,0.0,0.0,0.007692267190066622,,none,0.0,0.0,,,0,False,,,,0.007692267190066622,53,53,calibrate,19.465489988687292,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000053,0,,,,5.297834396362305
,,,,,0.0,0.0,16961.032028819453,2.321902226225113,,0.0,0.0,0.0076784553440724925,,none,0.0,0.0,,,0,False,,,,0.0076784553440724925,54,54,calibrate,18.5739402090056,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000054,0,,,,3.3597025871276855
,,,,,0.0,0.0,17228.982967566975,3.2502098393826384,,0.0,0.0,0.007618512407380109,,none,0.0,0.0,,,0,False,,,,0.007618512407380109,55,55,calibrate,18.91750685555004,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000055,0,,,,5.036354064941406
,,,,,0.0,0.0,17232.509994303087,0.33590215373801796,,0.0,0.0,0.007617732716202641,,none,0.0,0.0,,,0,False,,,,0.007617732716202641,56,56,calibrate,19.396205556486244,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000056,0,,,,5.591026782989502
,,,,,0.0,0.0,17234.83332656938,0.39924723777291504,,0.0,0.0,0.007617219246754449,,none,0.0,0.0,,,0,False,,,,0.007617219246754449,57,57,calibrate,18.647345230005413,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000057,0,,,,3.817805051803589
,,,,,0.0,0.0,17234.833408068058,0.002138116991910022,,0.0,0.0,0.007617219228744606,,none,0.0,0.0,,,0,False,,,,0.007617219228744606,58,58,calibrate,18.376756002933003,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000058,0,,,,4.222248554229736
,,,,,0.0,0.0,17389.779536700316,2.713148335822826,,0.0,0.0,0.0075832078864315035,,none,0.0,0.0,,,0,False,,,,0.0075832078864315035,59,59,calibrate,18.45053958852243,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000059,0,,,,4.587930202484131
,,,,,0.0,0.0,17402.89754033621,0.7985657997321957,,0.0,0.0,0.007580349302066745,,none,0.0,0.0,,,0,False,,,,0.007580349302066745,60,60,calibrate,18.58208607498538,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000060,0,,,,4.5354790687561035
,,,,,0.0,0.0,17553.375906749352,2.7089129072279707,,0.0,0.0,0.00754778765207406,,none,0.0,0.0,,,0,False,,,,0.00754778765207406,61,61,calibrate,18.4992640382232,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000061,0,,,,4.5283708572387695
,,,,,0.0,0.0,17792.5939817694,3.3398781806737263,,0.0,0.0,0.00749687665910609,,none,0.0,0.0,,,0,False,,,,0.00749687665910609,62,62,calibrate,18.647620835772063,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000062,0,,,,4.630910396575928
,,,,,0.0,0.0,17800.71731100594,0.6399943362345402,,0.0,0.0,0.007495165869992145,,none,0.0,0.0,,,0,False,,,,0.007495165869992145,63,63,calibrate,18.530838228273666,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000063,0,,,,4.453392028808594
,,,,,0.0,0.0,17827.187790261334,1.0810324987779978,,0.0,0.0,0.007489599250682294,,none,0.0,0.0,,,0,False,,,,0.007489599250682294,64,64,calibrate,18.771851906472918,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000064,0,,,,4.759289741516113
,,,,,0.0,0.0,17877.58746406388,1.5229034970565007,,0.0,0.0,0.00747903463242883,,none,0.0,0.0,,,0,False,,,,0.00747903463242883,65,65,calibrate,18.885601143332167,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000065,0,,,,4.661669731140137
,,,,,0.0,0.0,17877.615217865532,0.04235651537652618,,0.0,0.0,0.0074790288270761085,,none,0.0,0.0,,,0,False,,,,0.0074790288270761085,66,66,calibrate,18.370866610565486,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000066,0,,,,3.933154344558716
,,,,,0.0,0.0,18432.040048922037,5.359307924303758,,0.0,0.0,0.007365687635306657,,none,0.0,0.0,,,0,False,,,,0.007365687635306657,67,67,calibrate,18.380509679870094,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000067,0,,,,4.393520355224609
,,,,,0.0,0.0,18477.4277915224,1.2977732817407,,0.0,0.0,0.007356635577553252,,none,0.0,0.0,,,0,False,,,,0.007356635577553252,68,68,calibrate,18.87166958883087,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000068,0,,,,5.191232681274414
,,,,,0.0,0.0,18482.240967280926,0.47322470499314484,,0.0,0.0,0.0073556776015780345,,none,0.0,0.0,,,0,False,,,,0.0073556776015780345,69,69,calibrate,19.003284741119366,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000069,0,,,,4.636053562164307
,,,,,0.0,0.0,18661.974085486294,3.467440576225112,,0.0,0.0,0.0073201707074996725,,none,0.0,0.0,,,0,False,,,,0.0073201707074996725,70,70,calibrate,18.507934801512935,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000070,0,,,,3.866384267807007
,,,,,0.0,0.0,19130.001902116735,5.157447067043941,,0.0,0.0,0.007230069855720993,,none,0.0,0.0,,,0,False,,,,0.007230069855720993,71,71,calibrate,18.305615844664846,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000071,0,,,,4.194701671600342
,,,,,0.0,0.0,19200.04296017471,2.0922001963752006,,0.0,0.0,0.007216870290968365,,none,0.0,0.0,,,0,False,,,,0.007216870290968365,72,72,calibrate,17.993350097190802,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000072,0,,,,4.000120639801025
,,,,,0.0,0.0,19350.0424018756,2.6540455058540546,,0.0,0.0,0.007188843670402664,,none,0.0,0.0,,,0,False,,,,0.007188843670402664,73,73,calibrate,18.18123297185824,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000073,0,,,,4.614625453948975
,,,,,0.0,0.0,19559.74021303562,3.035601997671025,,0.0,0.0,0.007150204430695934,,none,0.0,0.0,,,0,False,,,,0.007150204430695934,74,74,calibrate,18.525767604822523,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000074,0,,,,4.7703704833984375
,,,,,0.0,0.0,19582.97438555485,0.9098040449722128,,0.0,0.0,0.007145961500456272,,none,0.0,0.0,,,0,False,,,,0.007145961500456272,75,75,calibrate,19.286967142721792,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000075,0,,,,5.298046112060547
,,,,,0.0,0.0,19666.047120393887,1.8726281465343302,,0.0,0.0,0.007130852648325655,,none,0.0,0.0,,,0,False,,,,0.007130852648325655,76,76,calibrate,19.487093013359207,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000076,0,,,,4.867183685302734
,,,,,0.0,0.0,19699.70094363647,1.1629364453644775,,0.0,0.0,0.007124759077791654,,none,0.0,0.0,,,0,False,,,,0.007124759077791654,77,77,calibrate,19.84250531105425,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000077,0,,,,4.988399505615234
,,,,,0.0,0.0,19781.644093883464,2.4189050685212763,,0.0,0.0,0.007109987022869194,,none,0.0,0.0,,,0,False,,,,0.007109987022869194,78,78,calibrate,19.20874624252665,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000078,0,,,,3.742290496826172
,,,,,0.0,0.0,19805.79134604961,1.4736440567972,,0.0,0.0,0.0071056514472635,,none,0.0,0.0,,,0,False,,,,0.0071056514472635,79,79,calibrate,18.342467868116852,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000079,0,,,,3.334580898284912
,,,,,0.0,0.0,19832.541417636374,1.295880763952871,,0.0,0.0,0.0071008577897625335,,none,0.0,0.0,,,0,False,,,,0.0071008577897625335,80,80,calibrate,18.04691834450828,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000080,0,,,,3.9911441802978516
,,,,,0.0,0.0,20035.3045979195,3.42004562943282,,0.0,0.0,0.007064835032220435,,none,0.0,0.0,,,0,False,,,,0.007064835032220435,81,81,calibrate,17.87601775600802,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000081,0,,,,4.163538932800293
,,,,,0.0,0.0,20081.234376202123,1.291489416255734,,0.0,0.0,0.007056751065512393,,none,0.0,0.0,,,0,False,,,,0.007056751065512393,82,82,calibrate,18.75443602108765,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000082,0,,,,5.247547149658203
,,,,,0.0,0.0,20403.19787063662,4.024404526959696,,0.0,0.0,0.007000851720609462,,none,0.0,0.0,,,0,False,,,,0.007000851720609462,83,83,calibrate,18.594983167469785,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000083,0,,,,4.458632946014404
,,,,,0.0,0.0,20467.303272137524,2.2233707284874105,,0.0,0.0,0.006989879479415721,,none,0.0,0.0,,,0,False,,,,0.006989879479415721,84,84,calibrate,17.908088573194252,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000084,0,,,,3.601101875305176
,,,,,0.0,0.0,20475.603428382423,0.892246649962456,,0.0,0.0,0.0069884625987661105,,none,0.0,0.0,,,0,False,,,,0.0069884625987661105,85,85,calibrate,17.067898447074988,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000085,0,,,,3.22892689704895
,,,,,0.0,0.0,20802.76124087514,4.463579495464458,,0.0,0.0,0.0069332922640010924,,none,0.0,0.0,,,0,False,,,,0.0069332922640010924,86,86,calibrate,16.875569060676387,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000086,0,,,,4.052241802215576
,,,,,0.0,0.0,20922.699783757907,2.8180173832971924,,0.0,0.0,0.0069133912917986075,,none,0.0,0.0,,,0,False,,,,0.0069133912917986075,87,87,calibrate,16.588188251005583,,,0.0,0.0,calibrate,0.0,0.0,0.0,0.0,0.0,,,,linear_000087,0,,,,3.886294364929199
