C_hat,D_hat,G_hat,N_gamma,N_star_theory,PT_target_residual,P_T,P_T_est,P_T_true,ST_running,ST_target_residual,S_scalar,acc,accountant,avg_regret,avg_regret_with_noise,base_eta_t,c_hat,clip_applied,comparator_type,cum_regret,cum_regret_with_noise,d_norm,delta_P,delta_step_theory,delta_total,drift_boost_remaining,drift_flag,eps_remaining,eps_spent,eps_step_theory,eta_t,event,event_id,event_type,g_norm,lambda_est,lambda_raw,m_capacity,m_used,noise,noise_regret_cum,noise_regret_increment,op,pair_admitted,pair_damped,path_regret_increment,privacy_spend_running,regret,regret_dynamic,regret_increment,regret_path_term,regret_static_term,rho_remaining,rho_spent,rho_step,sample_id,sc_active,sc_stable,segment_id,sens_delete,sigma_delete,sigma_step,sigma_step_theory,static_regret_increment,stepsize_params,stepsize_policy,theory_targets,w_star_norm,x_norm
1.0,1.0,1.0,,,-0.0005661210220379853,0.0,0.0,0.010433878977962014,0.010999999999999994,-4.731064025391292e-16,0.3194257759228005,0.1637233649311995,zcdp,0.0,0.0,1.0,1.0,False,none,0.0,0.0,0.08783527117836992,0.0009485344525420274,,1e-05,0,False,,,,1.0,10,10,calibrate,0.03162277660168379,2.000833076610535,1.4335318371039356,0,0,0.21416476008704613,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000010,False,11,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 0.3194257759228005, 'eta_formula': 'D/√S_t'}",adagrad,,0.4999999999999997,1.262018084526062
1.0,1.0,1.0,,,-0.0006175865694959936,0.0,0.0,0.011382413430504007,0.011999999999999993,-5.782411586589357e-16,0.3194293821048818,0.0011971236380962091,zcdp,0.0,0.0,1.0,1.0,False,none,0.0,0.0,0.0011402221338365698,0.0009485344525419921,,1e-05,0,False,,,,1.0,11,11,calibrate,0.03162277660168379,2.0464199788461106,2.4567020989662933,0,0,-0.04064150163846156,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000011,False,12,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 0.3194293821048818, 'eta_formula': 'D/√S_t'}",adagrad,,0.4999999999999997,1.5862982273101807
1.0,1.0,1.0,,,-0.0006690521169539811,0.0,0.0,0.012330947883046018,0.012999999999999994,-5.337610695313252e-16,0.3307464334953225,0.07357524686835092,zcdp,0.0,0.0,1.0,1.0,False,none,0.0,0.0,0.052808753449973454,0.0009485344525420116,,1e-05,0,False,,,,1.0,12,12,calibrate,0.0316227766016838,2.024976613617862,1.8319863265636236,0,0,-0.051224272907153735,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000012,False,13,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 0.3307464334953225, 'eta_formula': 'D/√S_t'}",adagrad,,0.4999999999999997,1.445888876914978
1.0,1.0,1.0,,,-0.0007205176644120188,0.0,0.0,0.013279482335587981,0.013999999999999993,-4.956352788505163e-16,0.33076669633634626,0.002781501230117084,zcdp,0.0,0.0,1.0,1.0,False,none,0.0,0.0,0.002124502876680754,0.0009485344525419635,,1e-05,0,False,,,,1.0,13,13,calibrate,0.031622776601683784,2.0716243898211197,2.49145437565044,0,0,-0.08137727282478778,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000013,False,14,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 0.33076669633634626, 'eta_formula': 'D/√S_t'}",adagrad,,0.49999999999999967,1.6183443069458008
1.0,1.0,1.0,,,-0.0007719832118700271,0.0,0.0,0.014228016788129972,0.014999999999999993,-4.625929269271486e-16,0.42801454887814344,0.21418067054321266,zcdp,0.0,0.0,1.0,1.0,False,none,0.0,0.0,0.14651687258030618,0.0009485344525419909,,1e-05,0,False,,,,1.0,14,14,calibrate,0.03162277660168379,2.066757028421067,2.0229507758205902,0,0,0.06159794225754957,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000014,False,15,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 0.42801454887814344, 'eta_formula': 'D/√S_t'}",adagrad,,0.4999999999999996,1.4559944868087769
1.0,1.0,1.0,,,-0.0008234487593280233,0.0,0.0,0.015176551240671977,0.015999999999999993,-4.3368086899420177e-16,0.46311254087361,0.1630808181113631,zcdp,0.0,0.0,1.0,1.0,False,none,0.0,0.0,0.08895046556311292,0.0009485344525420046,,1e-05,0,False,,,,1.0,15,15,calibrate,0.03162277660168379,1.9895519166018643,1.2947059102290417,0,0,0.11289722927208917,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000015,False,16,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 0.46311254087361, 'eta_formula': 'D/√S_t'}",adagrad,,0.4999999999999996,1.1487836837768555
1.0,1.0,1.0,,,-0.0008749143067860246,0.0,0.0,0.016125085693213977,0.016999999999999994,-4.0817022964160165e-16,0.469806842022165,0.05226660489781461,zcdp,0.0,0.0,1.0,1.0,False,none,0.0,0.0,0.0593938432667388,0.0009485344525419979,,1e-05,0,False,,,,1.0,16,16,calibrate,0.03162277660168379,2.0283391467170233,2.3774242177534535,0,0,-0.011394745765487508,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000016,False,17,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 0.469806842022165, 'eta_formula': 'D/√S_t'}",adagrad,,0.4999999999999996,1.565410852432251
1.0,1.0,1.0,,,-0.0009263798542440277,0.0,0.0,0.01707362014575597,0.017999999999999995,-3.8549410577262376e-16,0.49833251879118046,0.10856169432694923,zcdp,0.0,0.0,1.0,1.0,False,none,0.0,0.0,0.0711142099419895,0.0009485344525419938,,1e-05,0,False,,,,1.0,17,17,calibrate,0.031622776601683784,2.0574047671826654,2.318995351373441,0,0,-0.0840156476962528,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000017,False,18,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 0.49833251879118046, 'eta_formula': 'D/√S_t'}",adagrad,,0.4999999999999996,1.5557554960250854
1.0,1.0,1.0,,,-0.0009778454017020204,0.0,0.0,0.01802215459829798,0.018999999999999996,-1.826024711554534e-16,0.5018232006686499,0.04094610455022796,zcdp,0.0,0.0,1.0,1.0,False,none,0.0,0.0,0.03709285554167802,0.0009485344525420097,,1e-05,0,False,,,,1.0,18,18,calibrate,0.03162277660168379,2.0358410592864997,1.841767688221009,0,0,-0.08244812156912396,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000018,False,19,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 0.5018232006686499, 'eta_formula': 'D/√S_t'}",adagrad,,0.49999999999999956,1.4429210424423218
1.0,1.0,1.0,,,-0.0010293109491600304,0.0,0.0,0.01897068905083997,0.019999999999999997,-1.734723475976807e-16,0.5161712716459824,0.1003490272477148,zcdp,0.0,0.0,1.0,1.0,False,none,0.0,0.0,0.0620038570737877,0.0009485344525419897,,1e-05,0,False,,,,1.0,19,19,calibrate,0.03162277660168379,1.9670329588550368,1.3477600549718702,0,0,0.06505927878247011,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000019,False,20,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 0.5161712716459824, 'eta_formula': 'D/√S_t'}",adagrad,,0.4999999999999995,1.1936681270599365
1.0,1.0,1.0,,,-0.0010807764966179953,0.0,0.0,0.019919223503382006,0.020999999999999998,-1.6521175961683875e-16,0.5226477055614428,0.08251850071693946,zcdp,0.0,0.0,1.0,1.0,False,none,0.0,0.0,0.049840453962054,0.0009485344525420359,,1e-05,0,False,,,,1.0,20,20,calibrate,0.03162277660168379,1.8589612356246408,0.8863157265510759,0,0,0.07432541712034423,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000020,False,21,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 0.5226477055614428, 'eta_formula': 'D/√S_t'}",adagrad,,0.4999999999999995,0.9752514958381653
1.0,1.0,1.0,,,-0.001132242044075981,0.0,0.0,0.020867757955924018,0.022,0.0,0.5608112268780219,0.11052610201209453,zcdp,0.0,0.0,1.0,1.0,False,none,0.0,0.0,0.16741263161650316,0.000948534452542013,,1e-05,0,False,,,,1.0,21,21,calibrate,0.03162277660168379,1.9516053841448098,2.78540272082633,0,0,0.0543154268305195,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000021,False,22,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 0.5608112268780219, 'eta_formula': 'D/√S_t'}",adagrad,,0.4999999999999995,1.7674998044967651
1.0,1.0,1.0,,,-0.0011837075915339841,0.0,0.0,0.021816292408466016,0.023,0.0,0.56221163866159,0.02371550279810941,zcdp,0.0,0.0,1.0,1.0,False,none,0.0,0.0,0.01823714286533969,0.0009485344525419982,,1e-05,0,False,,,,1.0,22,22,calibrate,0.03162277660168379,1.958675393084372,2.022305473540432,0,0,-0.06655097072886944,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000022,False,23,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 0.56221163866159, 'eta_formula': 'D/√S_t'}",adagrad,,0.4999999999999995,1.577958345413208
1.0,1.0,1.0,,,-0.0012351731389919803,0.0,0.0,0.02276482686100802,0.024,0.0,0.56826003050958,0.06219509825297284,zcdp,0.0,0.0,1.0,1.0,False,none,0.0,0.0,0.036914332474374964,0.0009485344525420038,,1e-05,0,False,,,,1.0,23,23,calibrate,0.0316227766016838,1.8997649797426788,1.3695712596674388,0,0,0.02321613230667198,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000023,False,24,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 0.56826003050958, 'eta_formula': 'D/√S_t'}",adagrad,,0.49999999999999956,1.2504427433013916
1.0,1.0,1.0,,,-0.001286638686450011,0.0,0.0,0.02371336131354999,0.025,0.0,0.5864950161073135,0.09126297683243136,zcdp,0.0,0.0,1.0,1.0,False,none,0.0,0.0,0.08589469576290139,0.0009485344525419684,,1e-05,0,False,,,,1.0,24,24,calibrate,0.03162277660168379,1.8982430851136525,1.8845460334524138,0,0,0.011668580914072822,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000024,False,25,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 0.5864950161073135, 'eta_formula': 'D/√S_t'}",adagrad,,0.49999999999999956,1.479646921157837
1.0,1.0,1.0,,,-0.0013381042339080142,0.0,0.0,0.024661895766091985,0.026000000000000002,0.0,0.6306042092908115,0.14271558078524194,zcdp,0.0,0.0,1.0,1.0,False,none,0.0,0.0,0.1199719513520215,0.0009485344525419928,,1e-05,0,False,,,,1.0,25,25,calibrate,0.031622776601683784,1.8985705331213627,1.9015175651907528,0,0,0.021868859672901295,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000025,False,26,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 0.6306042092908115, 'eta_formula': 'D/√S_t'}",adagrad,,0.49999999999999956,1.4716113805770874
1.0,1.0,1.0,,,-0.0013895697813660311,0.0,0.0,0.02561043021863397,0.027000000000000003,1.2849803525754127e-16,0.6365931910551931,0.06865498130615423,zcdp,0.0,0.0,1.0,1.0,False,none,0.0,0.0,0.03919280020173,0.0009485344525419837,,1e-05,0,False,,,,1.0,26,26,calibrate,0.031622776601683784,1.8225587497681222,1.1384526995889577,0,0,0.087142877794819,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000026,False,27,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 0.6365931910551931, 'eta_formula': 'D/√S_t'}",adagrad,,0.49999999999999956,1.127208948135376
1.0,1.0,1.0,,,-0.001441035328823996,0.0,0.0,0.026558964671176005,0.028000000000000004,1.2390881971262908e-16,0.6389407305318958,0.025036350106595218,zcdp,0.0,0.0,1.0,1.0,False,none,0.0,0.0,0.03750958245364144,0.0009485344525420376,,1e-05,0,False,,,,1.0,27,27,calibrate,0.03162277660168379,1.974836609482933,3.345337346916231,0,0,0.022359554877468227,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000027,False,28,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 0.6389407305318958, 'eta_formula': 'D/√S_t'}",adagrad,,0.49999999999999956,1.935242772102356
1.0,1.0,1.0,,,-0.0014925008762819748,0.0,0.0,0.027507499123718027,0.029000000000000005,1.1963610179150392e-16,0.6792256818271579,0.17479941489345507,zcdp,0.0,0.0,1.0,1.0,False,none,0.0,0.0,0.13334918272489665,0.0009485344525420209,,1e-05,0,False,,,,1.0,28,28,calibrate,0.031622776601683784,1.869484691215604,0.921317426809643,0,0,0.0678913563071895,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000028,False,29,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 0.6792256818271579, 'eta_formula': 'D/√S_t'}",adagrad,,0.49999999999999956,1.1482367515563965
1.0,1.0,1.0,,,-0.0015439664237400022,0.0,0.0,0.028456033576259997,0.030000000000000006,2.312964634635743e-16,0.6887006537783076,0.07837030801973885,zcdp,0.0,0.0,1.0,1.0,False,none,0.0,0.0,0.08544474547183133,0.00094853445254197,,1e-05,0,False,,,,1.0,29,29,calibrate,0.03162277660168379,1.8116920217495716,1.2915579965552801,0,0,0.006757906948889146,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000029,False,30,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 0.6887006537783076, 'eta_formula': 'D/√S_t'}",adagrad,,0.4999999999999995,1.2420451641082764
1.0,1.0,1.0,,,-0.0015954319711980226,0.0,0.0,0.029404568028801977,0.031000000000000007,2.238352872228138e-16,0.7161451784939179,0.1522825733645086,zcdp,0.0,0.0,1.0,1.0,False,none,0.0,0.0,0.10617602597979864,0.000948534452541981,,1e-05,0,False,,,,1.0,30,30,calibrate,0.03162277660168379,1.7450129209463197,1.1449010137170532,0,0,0.028911939868998416,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000030,False,31,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 0.7161451784939179, 'eta_formula': 'D/√S_t'}",adagrad,,0.4999999999999995,1.0878715515136719
1.0,1.0,1.0,,,-0.0016468975186560361,0.0,0.0,0.030353102481343965,0.03200000000000001,2.1684043449710089e-16,0.723162621920885,0.06665528237117571,zcdp,0.0,0.0,1.0,1.0,False,none,0.0,0.0,0.07279232083764815,0.0009485344525419877,,1e-05,0,False,,,,1.0,31,31,calibrate,0.031622776601683784,1.6931746483266439,1.2266301947495595,0,0,0.06312882258385404,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000031,False,32,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 0.723162621920885, 'eta_formula': 'D/√S_t'}",adagrad,,0.4999999999999995,1.2567672729492188
1.0,1.0,1.0,,,-0.0016983630661140808,0.0,0.0,0.03130163693388592,0.03300000000000001,2.1026951223961297e-16,0.7706338170885162,0.16513845639910166,zcdp,0.0,0.0,1.0,1.0,False,none,0.0,0.0,0.148278158906189,0.000948534452541958,,1e-05,0,False,,,,1.0,32,32,calibrate,0.03162277660168379,1.6915729101830062,1.6771572668902663,0,0,-0.14571558198556664,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000032,False,33,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 0.7706338170885162, 'eta_formula': 'D/√S_t'}",adagrad,,0.4999999999999995,1.3193707466125488
1.0,1.0,1.0,,,-0.0017498286135720978,0.0,0.0,0.032250171386427905,0.03400000000000001,2.0408511482080082e-16,0.7758414152679324,0.04630381839676622,zcdp,0.0,0.0,1.0,1.0,False,none,0.0,0.0,0.06278505703132885,0.0009485344525419824,,1e-05,0,False,,,,1.0,33,33,calibrate,0.03162277660168379,1.7076505477461348,1.8523492858142925,0,0,-0.031967121635730136,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000033,False,34,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 0.7758414152679324, 'eta_formula': 'D/√S_t'}",adagrad,,0.49999999999999944,1.5584824085235596
1.0,1.0,1.0,,,-0.0018012941610301147,0.0,0.0,0.03319870583896989,0.03500000000000001,1.982541115402065e-16,0.7792798977614269,0.050513135607384865,zcdp,0.0,0.0,1.0,1.0,False,none,0.0,0.0,0.02581573836746151,0.0009485344525419856,,1e-05,0,False,,,,1.0,34,34,calibrate,0.03162277660168379,1.660526931579209,1.2364143860768757,0,0,-0.04703726542927955,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000034,False,35,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 0.7792798977614269, 'eta_formula': 'D/√S_t'}",adagrad,,0.49999999999999944,1.160857915878296
1.0,1.0,1.0,,,-0.001852759708488104,0.0,0.0,0.03414724029151189,0.03600000000000001,1.9274705288631188e-16,0.7797240364714235,0.017174337260298225,zcdp,0.0,0.0,1.0,1.0,False,none,0.0,0.0,0.013576508515866547,0.0009485344525420025,,1e-05,0,False,,,,1.0,35,35,calibrate,0.03162277660168379,1.6307247419386903,1.362505035174023,0,0,-0.0638877848243342,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000035,False,36,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 0.7797240364714235, 'eta_formula': 'D/√S_t'}",adagrad,,0.49999999999999944,1.2270982265472412
1.0,1.0,1.0,,,-0.0019042252559460723,0.0,0.0,0.035095774744053926,0.03700000000000001,3.750753461571475e-16,0.7907674483756856,0.0905041500286769,zcdp,0.0,0.0,1.0,1.0,False,none,0.0,0.0,0.05760763323235741,0.0009485344525420354,,1e-05,0,False,,,,1.0,36,36,calibrate,0.03162277660168379,1.5890890437527065,1.2143677600788523,0,0,-0.027514225122668375,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000036,False,37,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 0.7907674483756856, 'eta_formula': 'D/√S_t'}",adagrad,,0.49999999999999944,1.1611361503601074
1.0,1.0,1.0,,,-0.0019556908034040407,0.0,0.0,0.03604430919659596,0.03800000000000001,3.652049423109068e-16,0.8125951285464738,0.08889911815166485,zcdp,0.0,0.0,1.0,1.0,False,none,0.0,0.0,0.10823062665615958,0.000948534452542034,,1e-05,0,False,,,,1.0,37,37,calibrate,0.03162277660168379,1.6876464178822947,2.5746627850485897,0,0,0.1494941311234396,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000037,False,38,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 0.8125951285464738, 'eta_formula': 'D/√S_t'}",adagrad,,0.4999999999999994,1.6619055271148682
