C_hat,D_hat,G_hat,N_gamma,N_star_theory,PT_target_residual,P_T,P_T_est,P_T_true,ST_running,ST_target_residual,S_scalar,acc,accountant,avg_regret,avg_regret_with_noise,base_eta_t,c_hat,clip_applied,comparator_type,cum_regret,cum_regret_with_noise,d_norm,delta_P,delta_step_theory,delta_total,drift_boost_remaining,drift_flag,eps_remaining,eps_spent,eps_step_theory,eta_t,event,event_id,event_type,g_norm,lambda_est,lambda_raw,m_capacity,m_used,noise,noise_regret_cum,noise_regret_increment,op,pair_admitted,pair_damped,path_regret_increment,privacy_spend_running,regret,regret_dynamic,regret_increment,regret_path_term,regret_static_term,rho_remaining,rho_spent,rho_step,sample_id,sc_active,sc_stable,segment_id,sens_delete,sigma_delete,sigma_step,sigma_step_theory,static_regret_increment,stepsize_params,stepsize_policy,theory_targets,w_star_norm,x_norm
1.0,1.0,1.0,,,-0.0014328592119936048,0.0,0.0,0.012317140788006395,0.013750000000000004,2.523234146875356e-16,0.36235146700882037,0.02440532492539023,zcdp,0.0,0.0,1.0,1.0,False,none,0.0,0.0,0.015302478785460627,0.0011197400716369311,,1e-05,0,False,,,,1.0,10,10,calibrate,0.03535533905932738,2.028079032998036,2.3539715523067133,0,0,-0.03617668721609232,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000010,False,11,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 0.36235146700882037, 'eta_formula': 'D/√S_t'}",adagrad,,0.5,1.5546669960021973
1.0,1.0,1.0,,,-0.0015631191403566846,0.0,0.0,0.013436880859643315,0.015000000000000003,2.312964634635743e-16,0.3678246324926139,0.05854759008929017,zcdp,0.0,0.0,1.0,1.0,False,none,0.0,0.0,0.03365259801643446,0.00111974007163692,,1e-05,0,False,,,,1.0,11,11,calibrate,0.035355339059327376,1.9783183225259133,1.5304719282768098,0,0,-0.1230232195490445,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000011,False,12,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 0.3678246324926139, 'eta_formula': 'D/√S_t'}",adagrad,,0.5,1.2636018991470337
1.0,1.0,1.0,,,-0.0016933790687197695,0.0,0.0,0.014556620931280231,0.016250000000000004,2.1350442781253008e-16,0.37324119035594183,0.0515143933257394,zcdp,0.0,0.0,1.0,1.0,False,none,0.0,0.0,0.04149751317503022,0.0011197400716369166,,1e-05,0,False,,,,1.0,12,12,calibrate,0.03535533905932737,1.9799029265635602,1.9941643629023809,0,0,0.12262292928211507,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000012,False,13,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 0.37324119035594183, 'eta_formula': 'D/√S_t'}",adagrad,,0.5,1.4286738634109497
1.0,1.0,1.0,,,-0.0018236389970827972,0.0,0.0,0.015676361002917204,0.017500000000000005,1.982541115402065e-16,0.4876075334247523,0.20920073910714965,zcdp,0.0,0.0,1.0,1.0,False,none,0.0,0.0,0.14840059518453033,0.0011197400716369736,,1e-05,0,False,,,,1.0,13,13,calibrate,0.035355339059327376,2.038974362478297,2.5706172857109317,0,0,-0.21720438866851818,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000013,False,14,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 0.4876075334247523, 'eta_formula': 'D/√S_t'}",adagrad,,0.5,1.6165379285812378
1.0,1.0,1.0,,,-0.0019538989254458787,0.0,0.0,0.01679610107455412,0.018750000000000006,3.7007434154171886e-16,0.4884999801056083,0.017524945471938252,zcdp,0.0,0.0,1.0,1.0,False,none,0.0,0.0,0.01336162697855959,0.0011197400716369162,,1e-05,0,False,,,,1.0,14,14,calibrate,0.035355339059327376,2.113679001871131,2.786020756406636,0,0,-0.03701473458523154,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000014,False,15,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 0.4884999801056083, 'eta_formula': 'D/√S_t'}",adagrad,,0.5000000000000001,1.7046470642089844
1.0,1.0,1.0,,,-0.002084158853808967,0.0,0.0,0.017915841146191033,0.020000000000000007,3.469446951953614e-16,0.49695191586401094,0.05874899721411468,zcdp,0.0,0.0,1.0,1.0,False,none,0.0,0.0,0.03683713556205098,0.0011197400716369142,,1e-05,0,False,,,,1.0,15,15,calibrate,0.035355339059327376,2.1397960604738184,2.374849587898003,0,0,0.016438006967466792,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000015,False,16,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 0.49695191586401094, 'eta_formula': 'D/√S_t'}",adagrad,,0.5,1.5648677349090576
1.0,1.0,1.0,,,-0.002214418782172007,0.0,0.0,0.019035581217827995,0.02125000000000001,3.265361837132813e-16,0.5126477692254297,0.0849303482971646,zcdp,0.0,0.0,1.0,1.0,False,none,0.0,0.0,0.053072218573281565,0.0011197400716369604,,1e-05,0,False,,,,1.0,16,16,calibrate,0.035355339059327376,2.1382894740952985,2.124730196688618,0,0,0.08598811846127369,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000016,False,17,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 0.5126477692254297, 'eta_formula': 'D/√S_t'}",adagrad,,0.5,1.4751275777816772
1.0,1.0,1.0,,,-0.002344678710535078,0.0,0.0,0.02015532128946492,0.02250000000000001,4.625929269271486e-16,0.5870504597575695,0.2007539842683795,zcdp,0.0,0.0,1.0,1.0,False,none,0.0,0.0,0.1219355965769902,0.0011197400716369255,,1e-05,0,False,,,,1.0,17,17,calibrate,0.035355339059327376,2.101100831442704,1.7664030475693575,0,0,0.17616612365118112,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000017,False,18,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 0.5870504597575695, 'eta_formula': 'D/√S_t'}",adagrad,,0.5000000000000001,1.3587205410003662
1.0,1.0,1.0,,,-0.0024749386388981456,0.0,0.0,0.021275061361101855,0.02375000000000001,4.382459307730881e-16,0.6315862653974198,0.17465374181685678,zcdp,0.0,0.0,1.0,1.0,False,none,0.0,0.0,0.1122967109835864,0.0011197400716369326,,1e-05,0,False,,,,1.0,18,18,calibrate,0.035355339059327376,2.033915165717047,1.4292441741861326,0,0,0.0993323775951811,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000018,False,19,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 0.6315862653974198, 'eta_formula': 'D/√S_t'}",adagrad,,0.5,1.2083055973052979
1.0,1.0,1.0,,,-0.002605198567261175,0.0,0.0,0.022394801432738826,0.025000000000000012,4.163336342344337e-16,0.7158337625648084,0.21068780523093333,zcdp,0.0,0.0,1.0,1.0,False,none,0.0,0.0,0.18539892269066555,0.001119740071636972,,1e-05,0,False,,,,1.0,19,19,calibrate,0.03535533905932738,2.01450914613158,1.839854969862376,0,0,-0.029152142609843876,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000019,False,20,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 0.7158337625648084, 'eta_formula': 'D/√S_t'}",adagrad,,0.5,1.3776506185531616
1.0,1.0,1.0,,,-0.002735458495624253,0.0,0.0,0.023514541504375746,0.026250000000000013,5.286776307738841e-16,0.7259443181881494,0.06484537949683468,zcdp,0.0,0.0,1.0,1.0,False,none,0.0,0.0,0.0558916647409279,0.0011197400716369183,,1e-05,0,False,,,,1.0,20,20,calibrate,0.03535533905932738,2.0456184225662546,2.325601910478327,0,0,0.07281275578891427,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000020,False,21,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 0.7259443181881494, 'eta_formula': 'D/√S_t'}",adagrad,,0.5000000000000001,1.550631046295166
1.0,1.0,1.0,,,-0.002865718423987293,0.0,0.0,0.024634281576012707,0.027500000000000014,5.046468293750712e-16,0.7370757142499856,0.08642928745400931,zcdp,0.0,0.0,1.0,1.0,False,none,0.0,0.0,0.04584003518563116,0.0011197400716369597,,1e-05,0,False,,,,1.0,21,21,calibrate,0.03535533905932738,1.9872745710445845,1.462179907349553,0,0,-0.12616003169196963,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000021,False,22,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 0.7370757142499856, 'eta_formula': 'D/√S_t'}",adagrad,,0.5000000000000001,1.2207138538360596
1.0,1.0,1.0,,,-0.0029959783523503224,0.0,0.0,0.02575402164764968,0.028750000000000015,4.827056628805028e-16,0.7389149571663877,0.040060070775585876,zcdp,0.0,0.0,1.0,1.0,False,none,0.0,0.0,0.027156612593335693,0.001119740071636971,,1e-05,0,False,,,,1.0,22,22,calibrate,0.035355339059327376,1.8992929512701398,1.1074583733001373,0,0,0.14299385266887069,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000022,False,23,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 0.7389149571663877, 'eta_formula': 'D/√S_t'}",adagrad,,0.5,1.070552110671997
1.0,1.0,1.0,,,-0.0031262382807133726,0.0,0.0,0.026873761719286626,0.030000000000000016,5.782411586589358e-16,0.7654028444441142,0.11056322038379829,zcdp,0.0,0.0,1.0,1.0,False,none,0.0,0.0,0.1267689452171097,0.0011197400716369476,,1e-05,0,False,,,,1.0,23,23,calibrate,0.035355339059327376,1.9126745911761116,2.0331093503298585,0,0,-0.015647532482940537,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000023,False,24,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 0.7654028444441142, 'eta_formula': 'D/√S_t'}",adagrad,,0.5,1.472017526626587
1.0,1.0,1.0,,,-0.0032564982090764194,0.0,0.0,0.02799350179092358,0.031250000000000014,4.440892098500626e-16,0.775607167945881,0.07827771250912376,zcdp,0.0,0.0,1.0,1.0,False,none,0.0,0.0,0.057214628075107285,0.0011197400716369558,,1e-05,0,False,,,,1.0,24,24,calibrate,0.03535533905932737,1.8811567690365463,1.5974963697804576,0,0,-0.06737591499870575,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000024,False,25,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 0.775607167945881, 'eta_formula': 'D/√S_t'}",adagrad,,0.5,1.2904880046844482
1.0,1.0,1.0,,,-0.0033867581374394558,0.0,0.0,0.029113241862560545,0.032500000000000015,4.2700885562506017e-16,1.065031323227381,0.30453568161136785,zcdp,0.0,0.0,0.9689889166277301,1.0,False,none,0.0,0.0,0.3677682018428917,0.0011197400716369632,,1e-05,0,False,,,,0.9689889166277301,25,25,calibrate,0.03535533905932738,1.9891337067424426,2.960926146095507,0,0,-0.06390601004322052,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000025,False,26,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 1.065031323227381, 'eta_formula': 'D/√S_t'}",adagrad,,0.5,1.7665632963180542
1.0,1.0,1.0,,,-0.0035170180658025164,0.0,0.0,0.030232981934197486,0.033750000000000016,4.11193712824132e-16,1.0650982123477648,0.00744293095020003,zcdp,0.0,0.0,0.9689584894646841,1.0,False,none,0.0,0.0,0.004299328622048363,0.001119740071636941,,1e-05,0,False,,,,0.9689584894646841,26,26,calibrate,0.035355339059327376,1.8978829802130013,1.0766264414480302,0,0,-0.006136132762037291,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000026,False,27,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 1.0650982123477648, 'eta_formula': 'D/√S_t'}",adagrad,,0.5,1.0988380908966064
1.0,1.0,1.0,,,-0.0036472779941655945,0.0,0.0,0.03135272200583441,0.03500000000000002,3.96508223080413e-16,1.0686316758273526,0.03993034109613244,zcdp,0.0,0.0,0.9673552175375894,1.0,False,none,0.0,0.0,0.04668954714155041,0.0011197400716369238,,1e-05,0,False,,,,0.9673552175375894,27,27,calibrate,0.035355339059327376,1.9209057668674734,2.1281108467577234,0,0,-0.03927849225699433,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000027,False,28,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 1.0686316758273526, 'eta_formula': 'D/√S_t'}",adagrad,,0.5,1.48866605758667
1.0,1.0,1.0,,,-0.003777537922528676,0.0,0.0,0.03247246207747132,0.03625000000000002,5.742532885992189e-16,1.0966947260701543,0.14509843343884424,zcdp,0.0,0.0,0.9548983051432818,1.0,False,none,0.0,0.0,0.08650058485185746,0.0011197400716369125,,1e-05,0,False,,,,0.9548983051432818,28,28,calibrate,0.035355339059327376,1.8540050869871476,1.251898968064215,0,0,0.22899099473145787,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000028,False,29,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 1.0966947260701543, 'eta_formula': 'D/√S_t'}",adagrad,,0.5,1.1545286178588867
1.0,1.0,1.0,,,-0.003907797850891757,0.0,0.0,0.03359220214910824,0.03750000000000002,5.551115123125783e-16,1.1238100593868663,0.11251810928098653,zcdp,0.0,0.0,0.9433080538216235,1.0,False,none,0.0,0.0,0.1276976339752913,0.001119740071636923,,1e-05,0,False,,,,0.9433080538216235,29,29,calibrate,0.035355339059327376,1.8616846810307635,1.9308010274233063,0,0,-0.07181811478805959,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000029,False,30,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 1.1238100593868663, 'eta_formula': 'D/√S_t'}",adagrad,,0.5,1.463474154472351
1.0,1.0,1.0,,,-0.004038057779254832,0.0,0.0,0.03471194222074517,0.03875000000000002,5.372046893347532e-16,1.154677525465055,0.10907981926332157,zcdp,0.0,0.0,0.9306141326099258,1.0,False,none,0.0,0.0,0.10871434779793386,0.0011197400716369285,,1e-05,0,False,,,,0.9306141326099258,30,30,calibrate,0.03535533905932738,1.9053296528674537,2.2981343993976666,0,0,0.0032607743156970524,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000030,False,31,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 1.154677525465055, 'eta_formula': 'D/√S_t'}",adagrad,,0.5,1.6106681823730469
1.0,1.0,1.0,,,-0.004168317707617913,0.0,0.0,0.03583168229238209,0.04000000000000002,5.204170427930421e-16,1.163080734940092,0.06899870297200839,zcdp,0.0,0.0,0.927246214298168,1.0,False,none,0.0,0.0,0.042348241267346855,0.001119740071636918,,1e-05,0,False,,,,0.927246214298168,31,31,calibrate,0.035355339059327376,1.8691150529040363,1.5431836532332806,0,0,0.0028049895585638977,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000031,False,32,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 1.163080734940092, 'eta_formula': 'D/√S_t'}",adagrad,,0.49999999999999994,1.328561544418335
1.0,1.0,1.0,,,-0.004298577635980981,0.0,0.0,0.03695142236401902,0.04125000000000002,5.046468293750711e-16,1.1734985005964522,0.07355130008123151,zcdp,0.0,0.0,0.9231212118735296,1.0,False,none,0.0,0.0,0.053878812810278155,0.0011197400716369324,,1e-05,0,False,,,,0.9231212118735296,32,32,calibrate,0.035355339059327376,1.8651148957635975,1.8291134814996468,0,0,0.002827212273973782,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000032,False,33,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 1.1734985005964522, 'eta_formula': 'D/√S_t'}",adagrad,,0.49999999999999994,1.3877043724060059
1.0,1.0,1.0,,,-0.004428837564344104,0.0,0.0,0.0380711624356559,0.042500000000000024,4.898042755699219e-16,1.1756769981908566,0.03716917075590105,zcdp,0.0,0.0,0.9222655560272559,1.0,False,none,0.0,0.0,0.02392694072429007,0.0011197400716368784,,1e-05,0,False,,,,0.9222655560272559,33,33,calibrate,0.03535533905932738,1.833348794694167,1.5474538850692912,0,0,0.0055345861952708995,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000033,False,34,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 1.1756769981908566, 'eta_formula': 'D/√S_t'}",adagrad,,0.49999999999999994,1.2557283639907837
1.0,1.0,1.0,,,-0.004559097492707165,0.0,0.0,0.03919090250729283,0.043750000000000025,4.758098676964956e-16,1.2390448478864127,0.17947264009052952,zcdp,0.0,0.0,0.8983725777834805,1.0,False,none,0.0,0.0,0.1521263999958951,0.001119740071636934,,1e-05,0,False,,,,0.8983725777834805,34,34,calibrate,0.03535533905932737,1.8439791885030452,1.939652732782951,0,0,-0.04815628581899493,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000034,False,35,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 1.2390448478864127, 'eta_formula': 'D/√S_t'}",adagrad,,0.5,1.402607798576355
1.0,1.0,1.0,,,-0.0046893574210702255,0.0,0.0,0.04031064257892977,0.045000000000000026,6.167905692361981e-16,1.5426472650165066,0.3609721680608064,zcdp,0.0,0.0,0.8051312495420138,1.0,False,none,0.0,0.0,0.28750670755067775,0.0011197400716369402,,1e-05,0,False,,,,0.8051312495420138,35,35,calibrate,0.035355339059327376,1.870622528690978,2.1104125903823703,0,0,-0.0583407500464119,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000035,False,36,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 1.5426472650165066, 'eta_formula': 'D/√S_t'}",adagrad,,0.5,1.5264370441436768
1.0,1.0,1.0,,,-0.004819617349433272,0.0,0.0,0.04143038265056673,0.04625000000000003,6.00120553851436e-16,1.5579901115770542,0.08303481724758677,zcdp,0.0,0.0,0.8011570367304821,1.0,False,none,0.0,0.0,0.06384710036083385,0.0011197400716369545,,1e-05,0,False,,,,0.8011570367304821,36,36,calibrate,0.03535533905932738,1.896217285425897,2.126570096040167,0,0,-0.08621605020712843,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000036,False,37,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 1.5579901115770542, 'eta_formula': 'D/√S_t'}",adagrad,,0.5,1.4917385578155518
1.0,1.0,1.0,,,-0.004949877277796347,0.0,0.0,0.042550122722203654,0.04750000000000003,5.843279076974509e-16,1.5689785147269304,0.10246961035641788,zcdp,0.0,0.0,0.7983466398894082,1.0,False,none,0.0,0.0,0.056012855913148675,0.0011197400716369279,,1e-05,0,False,,,,0.7983466398894082,37,37,calibrate,0.035355339059327376,1.8044311965286939,0.9783563964538652,0,0,-0.14881746132515902,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,theory_000037,False,38,0,,nan,,,0.0,"{'D': 1.0, 'S_t': 1.5689785147269304, 'eta_formula': 'D/√S_t'}",adagrad,,0.5,1.0229918956756592
