C_hat,D_hat,G_hat,N_gamma,N_star_theory,P_T,P_T_est,S_scalar,acc,accountant,avg_regret,avg_regret_with_noise,base_eta_t,c_hat,comparator_type,cum_regret,cum_regret_with_noise,d_norm,delta_step_theory,delta_total,drift_boost_remaining,drift_flag,eps_remaining,eps_spent,eps_step_theory,eta_t,event,event_id,event_type,events_seen,is_calibrated,lambda_est,lambda_raw,m_capacity,m_used,noise_regret_cum,noise_regret_increment,op,pair_admitted,pair_damped,path_regret_increment,regret,regret_dynamic,regret_increment,regret_path_term,regret_static_term,rho_remaining,rho_spent,rho_step,sample_id,sc_active,sc_stable,segment_id,sens_delete,sigma_step,sigma_step_theory,static_oracle_norm,static_regret_increment,x_norm
,,,,,0.0,0.0,8302.292699104019,0.1962741531693175,eps_delta,0.0,0.0,0.01097491031043611,,static,0.0,0.0,0.07053277610241453,,1e-05,0,False,1.0,0.0,,0.01097491031043611,16,16,calibrate,0,False,20.28344597191396,23.773109080563025,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000016,False,17,0,,,,,0.0,4.950263500213623
,,,,,0.0,0.0,8362.06220882036,1.5714829074417436,eps_delta,0.0,0.0,0.010935617289158279,,static,0.0,0.0,0.325574067038672,,1e-05,0,False,1.0,0.0,,0.010935617289158279,17,17,calibrate,0,False,20.57410337425176,23.190019995291955,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000017,False,18,0,,,,,0.0,4.919731140136719
,,,,,0.0,0.0,9858.677054751573,8.478436568083069,eps_delta,0.0,0.0,0.010071419360053131,,static,0.0,0.0,2.42957597795868,,1e-05,0,False,1.0,0.0,,0.010071419360053131,18,18,calibrate,0,False,20.358301474947027,18.416084381204406,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000018,False,19,0,,,,,0.0,4.5629167556762695
,,,,,0.0,0.0,10430.746416638955,6.33626096254616,eps_delta,0.0,0.0,0.009791343941308919,,static,0.0,0.0,1.2384289956725936,,1e-05,0,False,1.0,0.0,,0.009791343941308919,19,19,calibrate,0,False,19.670011563216825,13.475402357645017,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000019,False,20,0,,,,,0.0,3.774709939956665
,,,,,0.0,0.0,10477.302954534434,2.2124854612008535,eps_delta,0.0,0.0,0.009769565502428914,,static,0.0,0.0,0.4225613927498762,,1e-05,0,False,1.0,0.0,,0.009769565502428914,20,20,calibrate,0,False,18.589330517569515,8.863201106743706,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000020,False,21,0,,,,,0.0,3.0840160846710205
,,,,,0.0,0.0,10478.865338722419,0.22362464233446244,eps_delta,0.0,0.0,0.009768837160992753,,static,0.0,0.0,0.11141510513528885,,1e-05,0,False,1.0,0.0,,0.009768837160992753,21,21,calibrate,0,False,19.49983719453212,27.694397287195546,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000021,False,22,0,,,,,0.0,5.589325428009033
,,,,,0.0,0.0,10489.610794888973,0.6568953214665002,eps_delta,0.0,0.0,0.009763832327636045,,static,0.0,0.0,0.16073035361560525,,1e-05,0,False,1.0,0.0,,0.009763832327636045,22,22,calibrate,0,False,19.56342597165031,20.135724965714015,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000022,False,23,0,,,,,0.0,4.98994255065918
,,,,,0.0,0.0,10504.665305964605,0.9812139573829819,eps_delta,0.0,0.0,0.009756833417194338,,static,0.0,0.0,0.18457961928286615,,1e-05,0,False,1.0,0.0,,0.009756833417194338,23,23,calibrate,0,False,18.974853801590424,13.677704271051427,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000023,False,24,0,,,,,0.0,3.954246997833252
,,,,,0.0,0.0,11135.17801658946,5.366436632070037,eps_delta,0.0,0.0,0.009476575299200799,,static,0.0,0.0,1.5979551760489379,,1e-05,0,False,1.0,0.0,,0.009476575299200799,24,24,calibrate,0,False,18.960455381145056,18.830869597136765,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000024,False,25,0,,,,,0.0,4.679054260253906
,,,,,0.0,0.0,11158.950632750735,1.0477432922560168,eps_delta,0.0,0.0,0.009466475644397116,,static,0.0,0.0,0.2786408560114066,,1e-05,0,False,1.0,0.0,,0.009466475644397116,25,25,calibrate,0,False,18.96499314369652,19.005833006659724,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000025,False,26,0,,,,,0.0,4.65364408493042
,,,,,0.0,0.0,11456.672423491178,4.840625479618074,eps_delta,0.0,0.0,0.009342664474043071,,static,0.0,0.0,0.8740985612125074,,1e-05,0,False,1.0,0.0,,0.009342664474043071,26,26,calibrate,0,False,18.206549480117154,11.380556507902867,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000026,False,27,0,,,,,0.0,3.564547538757324
,,,,,0.0,0.0,12984.922685242149,6.387933178705783,eps_delta,0.0,0.0,0.008775670652108483,,static,0.0,0.0,3.0312089825848574,,1e-05,0,False,1.0,0.0,,0.008775670652108483,27,27,calibrate,0,False,19.728869511830894,33.42974979725452,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000027,False,28,0,,,,,0.0,6.11977481842041
,,,,,0.0,0.0,13631.461676063778,7.002711157307518,eps_delta,0.0,0.0,0.008565027989815302,,static,0.0,0.0,1.6881367562013183,,1e-05,0,False,1.0,0.0,,0.008565027989815302,28,28,calibrate,0,False,18.677601178915424,9.216186182676179,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000028,False,29,0,,,,,0.0,3.6310434341430664
,,,,,0.0,0.0,13895.846711129723,4.139833441458503,eps_delta,0.0,0.0,0.008483156765607553,,static,0.0,0.0,1.4259604210187835,,1e-05,0,False,1.0,0.0,,0.008483156765607553,29,29,calibrate,0,False,18.102565385642894,12.927243246190118,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000029,False,30,0,,,,,0.0,3.927691698074341
,,,,,0.0,0.0,13998.120372299974,2.9396462808999155,eps_delta,0.0,0.0,0.00845210995275889,,static,0.0,0.0,0.6500775197428182,,1e-05,0,False,1.0,0.0,,0.00845210995275889,30,30,calibrate,0,False,17.436559950443172,11.442511033645673,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000030,False,31,0,,,,,0.0,3.440152168273926
,,,,,0.0,0.0,14222.153055712277,3.7661939427349944,eps_delta,0.0,0.0,0.008385275305578886,,static,0.0,0.0,1.30006329994612,,1e-05,0,False,1.0,0.0,,0.008385275305578886,31,31,calibrate,0,False,16.920093626147434,12.271896707485801,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000031,False,32,0,,,,,0.0,3.9742469787597656
,,,,,0.0,0.0,16599.9592541938,11.68741923149012,eps_delta,0.0,0.0,0.0077615147826467995,,static,0.0,0.0,3.3165249529468888,,1e-05,0,False,1.0,0.0,,0.0077615147826467995,32,32,calibrate,0,False,16.905019816235523,16.769355527028303,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000032,False,33,0,,,,,0.0,4.172216892242432
,,,,,0.0,0.0,16636.360009744512,1.2242503565778704,eps_delta,0.0,0.0,0.00775301894238132,,static,0.0,0.0,0.5240239321603162,,1e-05,0,False,1.0,0.0,,0.00775301894238132,33,33,calibrate,0,False,17.067335421955597,18.52817587343627,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000033,False,34,0,,,,,0.0,4.928354263305664
,,,,,0.0,0.0,16641.844715503918,0.6379258221615721,eps_delta,0.0,0.0,0.007751741243527529,,static,0.0,0.0,0.10311162522530995,,1e-05,0,False,1.0,0.0,,0.007751741243527529,34,34,calibrate,0,False,16.5970628364301,12.364609566700636,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000034,False,35,0,,,,,0.0,3.670955181121826
,,,,,0.0,0.0,16716.543097213005,2.227217243186279,eps_delta,0.0,0.0,0.007734402406198571,,static,0.0,0.0,0.5570751038591952,,1e-05,0,False,1.0,0.0,,0.007734402406198571,35,35,calibrate,0,False,16.29958703210358,13.62230479316487,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000035,False,36,0,,,,,0.0,3.880425214767456
,,,,,0.0,0.0,16739.067273176337,1.2924545843744608,eps_delta,0.0,0.0,0.00772919692843187,,static,0.0,0.0,0.2602766736987595,,1e-05,0,False,1.0,0.0,,0.00772919692843187,36,36,calibrate,0,False,15.883228880509927,12.13600551616704,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000036,False,37,0,,,,,0.0,3.671834945678711
,,,,,0.0,0.0,16907.314237400904,2.468075107450793,eps_delta,0.0,0.0,0.007690643635848382,,static,0.0,0.0,0.9502603787527003,,1e-05,0,False,1.0,0.0,,0.007690643635848382,37,37,calibrate,0,False,16.869838274789444,25.74932282330508,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000037,False,38,0,,,,,0.0,5.255406856536865
,,,,,0.0,0.0,17359.8497752411,4.286791400411364,eps_delta,0.0,0.0,0.00758974209797388,,static,0.0,0.0,1.3601184059693767,,1e-05,0,False,1.0,0.0,,0.00758974209797388,38,38,calibrate,0,False,17.259082137594376,20.762276902838753,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000038,False,39,0,,,,,0.0,4.962501525878906
,,,,,0.0,0.0,17523.713162606404,2.651829343340859,eps_delta,0.0,0.0,0.007554173097527833,,static,0.0,0.0,0.5805638620324114,,1e-05,0,False,1.0,0.0,,0.007554173097527833,39,39,calibrate,0,False,17.6018785136287,20.68704589793764,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000039,False,40,0,,,,,0.0,4.827326774597168
,,,,,0.0,0.0,17634.422238862877,1.870237885449992,eps_delta,0.0,0.0,0.007530423176778224,,static,0.0,0.0,0.6558176168199735,,1e-05,0,False,1.0,0.0,,0.007530423176778224,40,40,calibrate,0,False,18.585339263765462,27.436486014996312,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000040,False,41,0,,,,,0.0,5.6258063316345215
,,,,,0.0,0.0,17800.77155545175,3.7458150680379347,eps_delta,0.0,0.0,0.00749515444994141,,static,0.0,0.0,0.629185806806661,,1e-05,0,False,1.0,0.0,,0.00749515444994141,41,41,calibrate,0,False,17.670827407882996,9.440220704940796,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000041,False,42,0,,,,,0.0,3.4432802200317383
,,,,,0.0,0.0,17807.77465217343,0.5708924911726099,eps_delta,0.0,0.0,0.007493680530429001,,static,0.0,0.0,0.21154266934300467,,1e-05,0,False,1.0,0.0,,0.007493680530429001,42,42,calibrate,0,False,17.867447722301428,19.63703055206729,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000042,False,43,0,,,,,0.0,4.635601997375488
,,,,,0.0,0.0,18257.981437557934,6.108474039644777,eps_delta,0.0,0.0,0.007400713968288069,,static,0.0,0.0,1.2013990583639846,,1e-05,0,False,1.0,0.0,,0.007400713968288069,43,43,calibrate,0,False,17.19949962864693,11.18796678575645,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000043,False,44,0,,,,,0.0,3.4735896587371826
,,,,,0.0,0.0,18594.882325689057,3.4545479983493363,eps_delta,0.0,0.0,0.007333364685313333,,static,0.0,0.0,1.2308190104551053,,1e-05,0,False,1.0,0.0,,0.007333364685313333,44,44,calibrate,0,False,17.741623505713342,22.62073839931104,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000044,False,45,0,,,,,0.0,5.313144207000732
,,,,,0.0,0.0,25023.02653329796,14.169529888334669,eps_delta,0.0,0.0,0.006321644679168204,,static,0.0,0.0,3.861589488680686,,1e-05,0,False,1.0,0.0,,0.006321644679168204,45,45,calibrate,0,False,18.528445225470143,25.609840703281336,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000045,False,46,0,,,,,0.0,5.658298492431641
,,,,,0.0,0.0,25033.958750052643,0.6652896004262976,eps_delta,0.0,0.0,0.006320264211596572,,static,0.0,0.0,0.17381925247023142,,1e-05,0,False,1.0,0.0,,0.006320264211596572,46,46,calibrate,0,False,18.43600235124981,17.60401648326682,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000046,False,47,0,,,,,0.0,4.969656467437744
,,,,,0.0,0.0,25042.94326375631,0.7524576871289028,eps_delta,0.0,0.0,0.006319130367347549,,static,0.0,0.0,0.13280141466192374,,1e-05,0,False,1.0,0.0,,0.006319130367347549,47,47,calibrate,0,False,18.1011611305759,15.087590144510688,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000047,False,48,0,,,,,0.0,3.9832894802093506
,,,,,0.0,0.0,25359.889961055982,4.0867966824490916,eps_delta,0.0,0.0,0.006279518114956664,,static,0.0,0.0,1.1476219276586643,,1e-05,0,False,1.0,0.0,,0.006279518114956664,48,48,calibrate,0,False,18.048419491057654,17.573744735393436,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000048,False,49,0,,,,,0.0,4.356219291687012
,,,,,0.0,0.0,27804.754091712828,9.111598441957678,eps_delta,0.0,0.0,0.005997088678415065,,static,0.0,0.0,2.5114753691291725,,1e-05,0,False,1.0,0.0,,0.005997088678415065,49,49,calibrate,0,False,19.078236524143023,28.346589821911326,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000049,False,50,0,,,,,0.0,5.426681995391846
,,,,,0.0,0.0,28076.096654386984,3.5073706925524486,eps_delta,0.0,0.0,0.005968038767414727,,static,0.0,0.0,0.8131082812423261,,1e-05,0,False,1.0,0.0,,0.005968038767414727,50,50,calibrate,0,False,18.830673496640234,16.602606249115112,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000050,False,51,0,,,,,0.0,4.696547985076904
,,,,,0.0,0.0,28874.299406102025,6.057626947655454,eps_delta,0.0,0.0,0.005884970257291598,,static,0.0,0.0,1.6687086118662788,,1e-05,0,False,1.0,0.0,,0.005884970257291598,51,51,calibrate,0,False,18.774580484947435,18.269743379712253,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000051,False,52,0,,,,,0.0,4.6639485359191895
,,,,,0.0,0.0,30558.81474308699,8.352580166681307,eps_delta,0.0,0.0,0.005720470458565029,,static,0.0,0.0,2.1622399855760137,,1e-05,0,False,1.0,0.0,,0.005720470458565029,52,52,calibrate,0,False,19.015510591644052,21.183881551913576,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000052,False,53,0,,,,,0.0,4.913812160491943
,,,,,0.0,0.0,31613.06866993577,6.128801045239927,eps_delta,0.0,0.0,0.005624276621451157,,static,0.0,0.0,1.773580724153593,,1e-05,0,False,1.0,0.0,,0.005624276621451157,53,53,calibrate,0,False,19.465297251437697,23.513377189580506,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000053,False,54,0,,,,,0.0,5.297834396362305
,,,,,0.0,0.0,32186.566790290246,7.127910091113058,eps_delta,0.0,0.0,0.005573944917396583,,static,0.0,0.0,1.0602516913941107,,1e-05,0,False,1.0,0.0,,0.005573944917396583,54,54,calibrate,0,False,18.57355805598216,10.547905296882329,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000054,False,55,0,,,,,0.0,3.3597025871276855
,,,,,0.0,0.0,33675.630520386745,7.662034485035343,eps_delta,0.0,0.0,0.00544931774580849,,static,0.0,0.0,3.092627000896175,,1e-05,0,False,1.0,0.0,,0.00544931774580849,55,55,calibrate,0,False,18.917429262925953,22.012270125420056,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000055,False,56,0,,,,,0.0,5.036354064941406
,,,,,0.0,0.0,34212.943675686656,4.145936627374634,eps_delta,0.0,0.0,0.005406357728902845,,static,0.0,0.0,1.1944229645249673,,1e-05,0,False,1.0,0.0,,0.005406357728902845,56,56,calibrate,0,False,19.395387256286455,23.697009196530956,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000056,False,57,0,,,,,0.0,5.591026782989502
,,,,,0.0,0.0,34221.37967587805,0.7608005996843599,eps_delta,0.0,0.0,0.005405691320266596,,static,0.0,0.0,0.11928570313133412,,1e-05,0,False,1.0,0.0,,0.005405691320266596,57,57,calibrate,0,False,18.646671771496475,11.908232408386647,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000057,False,58,0,,,,,0.0,3.817805051803589
,,,,,0.0,0.0,34222.60343045284,0.26203420569659264,eps_delta,0.0,0.0,0.005405594669252953,,static,0.0,0.0,0.0732236398821774,,1e-05,0,False,1.0,0.0,,0.005405594669252953,58,58,calibrate,0,False,18.376441349240544,15.944367548937157,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000058,False,59,0,,,,,0.0,4.222248554229736
,,,,,0.0,0.0,34307.60742911657,2.009503787895981,eps_delta,0.0,0.0,0.005398893791899318,,static,0.0,0.0,0.610673627145469,,1e-05,0,False,1.0,0.0,,0.005398893791899318,59,59,calibrate,0,False,18.450281599671886,19.114843853553985,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000059,False,60,0,,,,,0.0,4.587930202484131
,,,,,0.0,0.0,34565.5623848379,3.5412128915712984,eps_delta,0.0,0.0,0.005378710705740334,,static,0.0,0.0,0.8012922464311729,,1e-05,0,False,1.0,0.0,,0.005378710705740334,60,60,calibrate,0,False,18.581868423671416,19.76614983966721,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000060,False,61,0,,,,,0.0,4.5354790687561035
,,,,,0.0,0.0,35855.147590547196,7.930177877311552,eps_delta,0.0,0.0,0.005281098195535001,,static,0.0,0.0,1.8353270143235272,,1e-05,0,False,1.0,0.0,,0.005281098195535001,61,61,calibrate,0,False,18.499259145522426,17.755775642181494,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000061,False,62,0,,,,,0.0,4.5283708572387695
,,,,,0.0,0.0,36415.201054511046,5.110303682171616,eps_delta,0.0,0.0,0.005240330087064719,,static,0.0,0.0,1.3463792322559127,,1e-05,0,False,1.0,0.0,,0.005240330087064719,62,62,calibrate,0,False,18.64784207581468,19.985088448444955,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000062,False,63,0,,,,,0.0,4.630910396575928
,,,,,0.0,0.0,37535.62952737077,7.516295948113202,eps_delta,0.0,0.0,0.0051615263405124035,,static,0.0,0.0,1.8645599251512415,,1e-05,0,False,1.0,0.0,,0.0051615263405124035,63,63,calibrate,0,False,18.53134679206447,17.482889238312584,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000063,False,64,0,,,,,0.0,4.453392028808594
