C_hat,D_hat,G_hat,N_gamma,N_star_theory,P_T,P_T_est,S_scalar,acc,accountant,avg_regret,avg_regret_with_noise,base_eta_t,c_hat,comparator_type,cum_regret,cum_regret_with_noise,d_norm,delta_step_theory,delta_total,drift_boost_remaining,drift_flag,eps_remaining,eps_spent,eps_step_theory,eta_t,event,event_id,event_type,lambda_est,lambda_raw,m_capacity,m_used,noise_regret_cum,noise_regret_increment,op,pair_admitted,pair_damped,path_regret_increment,regret,regret_dynamic,regret_increment,regret_path_term,regret_static_term,rho_remaining,rho_spent,rho_step,sample_id,sc_active,sc_stable,segment_id,sens_delete,sigma_step,sigma_step_theory,static_regret_increment,x_norm
,,,,,0.0,0.0,3740.894438159699,0.20789561672891788,eps_delta,0.0,0.0,0.016349793556997602,,none,0.0,0.0,0.03526990507665937,,1e-05,0,False,1.0,0.0,,0.016349793556997602,10,10,calibrate,20.008322304766992,14.335311852376114,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000010,False,11,0,,,,0.0,3.990851640701294
,,,,,0.0,0.0,4469.875006006694,5.3823652667571675,eps_delta,0.0,0.0,0.014957269215374968,,none,0.0,0.0,1.621151258138586,,1e-05,0,False,1.0,0.0,,0.014957269215374968,11,11,calibrate,20.46418915095439,24.566990766640973,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000011,False,12,0,,,,0.0,5.01631498336792
,,,,,0.0,0.0,4613.965944612626,2.625327047035257,eps_delta,0.0,0.0,0.014721864211275169,,none,0.0,0.0,0.595880125134256,,1e-05,0,False,1.0,0.0,,0.014721864211275169,12,12,calibrate,20.249749206948294,18.319789710893428,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000012,False,13,0,,,,0.0,4.572302341461182
,,,,,0.0,0.0,5395.039864979444,5.461037501018803,eps_delta,0.0,0.0,0.013614530554740753,,none,0.0,0.0,1.3190300368269345,,1e-05,0,False,1.0,0.0,,0.013614530554740753,13,13,calibrate,20.71622726630715,24.914529800536812,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000013,False,14,0,,,,0.0,5.117653846740723
,,,,,0.0,0.0,5403.159621935922,0.6188876136030191,eps_delta,0.0,0.0,0.01360429689055416,,none,0.0,0.0,0.13388140108394628,,1e-05,0,False,1.0,0.0,,0.01360429689055416,14,14,calibrate,20.667545426634405,20.22940886957967,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000014,False,15,0,,,,0.0,4.604259014129639
,,,,,0.0,0.0,5416.840970449073,1.0181838557809497,eps_delta,0.0,0.0,0.01358710580066921,,none,0.0,0.0,0.17561956509449722,,1e-05,0,False,1.0,0.0,,0.01358710580066921,15,15,calibrate,19.895485026296335,12.946941423253698,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000015,False,16,0,,,,0.0,3.632772922515869
,,,,,0.0,0.0,6575.783032937528,6.8770557583032055,eps_delta,0.0,0.0,0.012331794029569782,,none,0.0,0.0,2.471287557410708,,1e-05,0,False,1.0,0.0,,0.012331794029569782,16,16,calibrate,20.283356158903505,23.774196352368016,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000016,False,17,0,,,,0.0,4.950263500213623
,,,,,0.0,0.0,7302.331455821825,5.478869035474768,eps_delta,0.0,0.0,0.011702246151678065,,none,0.0,0.0,1.1349371992804929,,1e-05,0,False,1.0,0.0,,0.011702246151678065,17,17,calibrate,20.57400655494045,23.189860119272943,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000017,False,18,0,,,,0.0,4.919731140136719
,,,,,0.0,0.0,7993.398550686747,5.761261079983084,eps_delta,0.0,0.0,0.011184955647265996,,none,0.0,0.0,1.6504320643642105,,1e-05,0,False,1.0,0.0,,0.011184955647265996,18,18,calibrate,20.358373348591996,18.417674491455923,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000018,False,19,0,,,,0.0,4.5629167556762695
,,,,,0.0,0.0,8067.637696025676,2.2826160650938996,eps_delta,0.0,0.0,0.01113337421257406,,none,0.0,0.0,0.44600439688583376,,1e-05,0,False,1.0,0.0,,0.01113337421257406,19,19,calibrate,19.67030142220096,13.477654084681634,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000019,False,20,0,,,,0.0,3.774709939956665
,,,,,0.0,0.0,8116.194007723482,2.25946816616236,eps_delta,0.0,0.0,0.011100020736569672,,none,0.0,0.0,0.43155464132464405,,1e-05,0,False,1.0,0.0,,0.011100020736569672,20,20,calibrate,18.589580715806445,8.863094358255813,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000020,False,21,0,,,,0.0,3.0840160846710205
,,,,,0.0,0.0,8290.79491650606,2.364089353546873,eps_delta,0.0,0.0,0.010982517748255467,,none,0.0,0.0,1.1776393152639733,,1e-05,0,False,1.0,0.0,,0.010982517748255467,21,21,calibrate,19.500547320216757,27.69924675990956,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000021,False,22,0,,,,0.0,5.589325428009033
,,,,,0.0,0.0,8301.958290807526,0.6695795637628594,eps_delta,0.0,0.0,0.010975131346484158,,none,0.0,0.0,0.16372955731877745,,1e-05,0,False,1.0,0.0,,0.010975131346484158,22,22,calibrate,19.564870909123837,20.143783209287566,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000022,False,23,0,,,,0.0,4.98994255065918
,,,,,0.0,0.0,8302.517383501563,0.18909415404124164,eps_delta,0.0,0.0,0.010974761806814821,,none,0.0,0.0,0.03557268009564004,,1e-05,0,False,1.0,0.0,,0.010974761806814821,23,23,calibrate,18.976228246338678,13.678444281272247,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000023,False,24,0,,,,0.0,3.954246997833252
,,,,,0.0,0.0,8434.979947542259,2.459735938539324,eps_delta,0.0,0.0,0.0108882472125636,,none,0.0,0.0,0.732347513242303,,1e-05,0,False,1.0,0.0,,0.0108882472125636,24,24,calibrate,18.961710493415637,18.831050717108273,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000024,False,25,0,,,,0.0,4.679054260253906
,,,,,0.0,0.0,8461.80747591466,1.113005124751127,eps_delta,0.0,0.0,0.01087097332316842,,none,0.0,0.0,0.29606385780172956,,1e-05,0,False,1.0,0.0,,0.01087097332316842,25,25,calibrate,18.966163347976636,19.00623903902564,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000025,False,26,0,,,,0.0,4.65364408493042
,,,,,0.0,0.0,8467.754290158218,0.6841286652554466,eps_delta,0.0,0.0,0.0108671553679519,,none,0.0,0.0,0.1235515808151662,,1e-05,0,False,1.0,0.0,,0.0108671553679519,26,26,calibrate,18.207497200271376,11.379501870924049,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000026,False,27,0,,,,0.0,3.564547538757324
,,,,,0.0,0.0,9683.443541894325,5.697388511098753,eps_delta,0.0,0.0,0.010162137984694812,,none,0.0,0.0,2.7031496551900456,,1e-05,0,False,1.0,0.0,,0.010162137984694812,27,27,calibrate,19.7298549910929,33.4310751084866,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000027,False,28,0,,,,0.0,6.11977481842041
,,,,,0.0,0.0,9729.335448738104,1.8656775535081156,eps_delta,0.0,0.0,0.01013814296820494,,none,0.0,0.0,0.4498214865252096,,1e-05,0,False,1.0,0.0,,0.01013814296820494,28,28,calibrate,18.678385141981252,9.215156499976404,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000028,False,29,0,,,,0.0,3.6310434341430664
,,,,,0.0,0.0,9734.455071751276,0.5760783965462586,eps_delta,0.0,0.0,0.010135476650684538,,none,0.0,0.0,0.1984452068588163,,1e-05,0,False,1.0,0.0,,0.010135476650684538,29,29,calibrate,18.103180498474284,12.926338706911546,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000029,False,30,0,,,,0.0,3.927691698074341
,,,,,0.0,0.0,9857.1261498399,3.2195372687990074,eps_delta,0.0,0.0,0.01007221163962654,,none,0.0,0.0,0.7118339836472158,,1e-05,0,False,1.0,0.0,,0.01007221163962654,30,30,calibrate,17.437202261422104,11.443398127952475,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000030,False,31,0,,,,0.0,3.440152168273926
,,,,,0.0,0.0,10292.457294446223,5.249948058845098,eps_delta,0.0,0.0,0.009856902554937395,,none,0.0,0.0,1.812191196861747,,1e-05,0,False,1.0,0.0,,0.009856902554937395,31,31,calibrate,16.920686214303775,12.272041790238818,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000031,False,32,0,,,,0.0,3.9742469787597656
,,,,,0.0,0.0,10887.042926044289,5.844405804595382,eps_delta,0.0,0.0,0.009583960880458318,,none,0.0,0.0,1.6580410523812876,,1e-05,0,False,1.0,0.0,,0.009583960880458318,32,32,calibrate,16.905746539122713,16.771289462493147,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000032,False,33,0,,,,0.0,4.172216892242432
,,,,,0.0,0.0,11128.128326041468,3.150529404064507,eps_delta,0.0,0.0,0.009479576538228996,,none,0.0,0.0,1.3491953255980835,,1e-05,0,False,1.0,0.0,,0.009479576538228996,33,33,calibrate,17.067792681997666,18.52620796787224,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000033,False,34,0,,,,0.0,4.928354263305664
,,,,,0.0,0.0,11168.522195208088,1.7313252413931566,eps_delta,0.0,0.0,0.00946241833122387,,none,0.0,0.0,0.2798032640020633,,1e-05,0,False,1.0,0.0,,0.00946241833122387,34,34,calibrate,16.59766075512219,12.366473413242929,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000034,False,35,0,,,,0.0,3.670955181121826
,,,,,0.0,0.0,11168.541148854145,0.035478646778763556,eps_delta,0.0,0.0,0.009462410302090898,,none,0.0,0.0,0.008873800400788544,,1e-05,0,False,1.0,0.0,,0.009462410302090898,35,35,calibrate,16.300181733922656,13.622870543126812,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000035,False,36,0,,,,0.0,3.880425214767456
,,,,,0.0,0.0,11173.131220809366,0.5834808573825901,eps_delta,0.0,0.0,0.009460466459986844,,none,0.0,0.0,0.11748406557546014,,1e-05,0,False,1.0,0.0,,0.009460466459986844,36,36,calibrate,15.88380116199562,12.136376014652296,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000036,False,37,0,,,,0.0,3.671834945678711
,,,,,0.0,0.0,11308.366320509977,2.2127806199950255,eps_delta,0.0,0.0,0.00940372815079329,,none,0.0,0.0,0.8518387715155553,,1e-05,0,False,1.0,0.0,,0.00940372815079329,37,37,calibrate,16.870387831541436,25.74966785745376,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000037,False,38,0,,,,0.0,5.255406856536865
,,,,,0.0,0.0,11442.889325803366,2.337209407747555,eps_delta,0.0,0.0,0.009348289456522128,,none,0.0,0.0,0.7420255025005108,,1e-05,0,False,1.0,0.0,,0.009348289456522128,38,38,calibrate,17.2592542733892,20.759052250019064,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000038,False,39,0,,,,0.0,4.962501525878906
,,,,,0.0,0.0,11592.767915895167,2.5360809538155746,eps_delta,0.0,0.0,0.009287662582535548,,none,0.0,0.0,0.5553811202029251,,1e-05,0,False,1.0,0.0,,0.009287662582535548,39,39,calibrate,17.60189146798765,20.68562621937368,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000039,False,40,0,,,,0.0,4.827326774597168
,,,,,0.0,0.0,12144.024390547625,4.173419788959596,eps_delta,0.0,0.0,0.009074415995282864,,none,0.0,0.0,1.4625989466094775,,1e-05,0,False,1.0,0.0,,0.009074415995282864,40,40,calibrate,18.586193711759158,27.444913905702723,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000040,False,41,0,,,,0.0,5.6258063316345215
,,,,,0.0,0.0,12406.26480876206,4.703026899906855,eps_delta,0.0,0.0,0.00897799742655785,,none,0.0,0.0,0.7901462889189479,,1e-05,0,False,1.0,0.0,,0.00897799742655785,41,41,calibrate,17.671607315423866,9.440329748406251,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000041,False,42,0,,,,0.0,3.4432802200317383
,,,,,0.0,0.0,12762.589033402131,4.072082049091212,eps_delta,0.0,0.0,0.008851779919733335,,none,0.0,0.0,1.5089921469421186,,1e-05,0,False,1.0,0.0,,0.008851779919733335,42,42,calibrate,17.867854280951658,19.634076970701766,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000042,False,43,0,,,,0.0,4.635601997375488
,,,,,0.0,0.0,12762.705311383079,0.09816807024742336,eps_delta,0.0,0.0,0.008851739596407828,,none,0.0,0.0,0.01930554214264603,,1e-05,0,False,1.0,0.0,,0.008851739596407828,43,43,calibrate,17.199910545541044,11.1884169268455,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000043,False,44,0,,,,0.0,3.4735896587371826
,,,,,0.0,0.0,12781.528243171399,0.816567388887945,eps_delta,0.0,0.0,0.008845219363654067,,none,0.0,0.0,0.290878544350754,,1e-05,0,False,1.0,0.0,,0.008845219363654067,44,44,calibrate,17.741639898996677,22.617204080097373,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000044,False,45,0,,,,0.0,5.313144207000732
,,,,,0.0,0.0,13497.299023391723,4.728257431904676,eps_delta,0.0,0.0,0.008607490761726547,,none,0.0,0.0,1.2882104392306717,,1e-05,0,False,1.0,0.0,,0.008607490761726547,45,45,calibrate,18.529255125621173,25.617792165241625,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000045,False,46,0,,,,0.0,5.658298492431641
,,,,,0.0,0.0,13670.37750077632,2.6472510593957606,eps_delta,0.0,0.0,0.008552828155524723,,none,0.0,0.0,0.6915661561019562,,1e-05,0,False,1.0,0.0,,0.008552828155524723,46,46,calibrate,18.436757615178216,17.604280021191595,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000046,False,47,0,,,,0.0,4.969656467437744
,,,,,0.0,0.0,13675.183319546235,0.5503536471234862,eps_delta,0.0,0.0,0.008551325179185816,,none,0.0,0.0,0.09712213735743004,,1e-05,0,False,1.0,0.0,,0.008551325179185816,47,47,calibrate,18.101839222309835,15.08757368649439,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000047,False,48,0,,,,0.0,3.9832894802093506
,,,,,0.0,0.0,13869.156523939682,3.1971361455867893,eps_delta,0.0,0.0,0.008491315452674616,,none,0.0,0.0,0.8980587784908735,,1e-05,0,False,1.0,0.0,,0.008491315452674616,48,48,calibrate,18.048702297628036,17.570469975491864,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000048,False,49,0,,,,0.0,4.356219291687012
,,,,,0.0,0.0,14169.491566415583,3.193512616388718,eps_delta,0.0,0.0,0.008400842962182855,,none,0.0,0.0,0.8803369851532065,,1e-05,0,False,1.0,0.0,,0.008400842962182855,49,49,calibrate,19.07837754395145,28.345454760862147,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000049,False,50,0,,,,0.0,5.426681995391846
,,,,,0.0,0.0,14223.042837627838,1.5581387751571651,eps_delta,0.0,0.0,0.008385013013497568,,none,0.0,0.0,0.3612688784868141,,1e-05,0,False,1.0,0.0,,0.008385013013497568,50,50,calibrate,18.830904852964327,16.603650634080218,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000050,False,51,0,,,,0.0,4.696547985076904
,,,,,0.0,0.0,14348.237602811312,2.3990503286320726,eps_delta,0.0,0.0,0.00834835137898938,,none,0.0,0.0,0.6610858754036251,,1e-05,0,False,1.0,0.0,,0.00834835137898938,51,51,calibrate,18.7743256302221,18.265112625542066,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000051,False,52,0,,,,0.0,4.6639485359191895
,,,,,0.0,0.0,14357.994445909297,0.635676452073008,eps_delta,0.0,0.0,0.008345514374235837,,none,0.0,0.0,0.1646029638436369,,1e-05,0,False,1.0,0.0,,0.008345514374235837,52,52,calibrate,19.01516307456718,21.182700073672912,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000052,False,53,0,,,,0.0,4.913812160491943
,,,,,0.0,0.0,14768.64547556042,3.8250587658068222,eps_delta,0.0,0.0,0.008228670407225299,,none,0.0,0.0,1.1068536960645887,,1e-05,0,False,1.0,0.0,,0.008228670407225299,53,53,calibrate,19.465420960242525,23.517741931320614,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000053,False,54,0,,,,0.0,5.297834396362305
,,,,,0.0,0.0,14768.73449670912,0.08880670687874381,eps_delta,0.0,0.0,0.008228645607307745,,none,0.0,0.0,0.013205146347313328,,1e-05,0,False,1.0,0.0,,0.008228645607307745,54,54,calibrate,18.573861409567815,10.549825453495416,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000054,False,55,0,,,,0.0,3.3597025871276855
,,,,,0.0,0.0,14793.921856433797,0.996494902504124,eps_delta,0.0,0.0,0.00822163779184302,,none,0.0,0.0,0.40231364391385466,,1e-05,0,False,1.0,0.0,,0.00822163779184302,55,55,calibrate,18.9174371260669,22.009618574558665,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000055,False,56,0,,,,0.0,5.036354064941406
,,,,,0.0,0.0,14847.911521245927,1.3142068694919922,eps_delta,0.0,0.0,0.008206676505429656,,none,0.0,0.0,0.3784728090876883,,1e-05,0,False,1.0,0.0,,0.008206676505429656,56,56,calibrate,19.396113334267486,23.704199208072755,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000056,False,57,0,,,,0.0,5.591026782989502
,,,,,0.0,0.0,14857.835828886586,0.8251565861949794,eps_delta,0.0,0.0,0.008203935218332199,,none,0.0,0.0,0.12940595010665007,,1e-05,0,False,1.0,0.0,,0.008203935218332199,57,57,calibrate,18.64726039828318,11.907583974424398,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000057,False,58,0,,,,0.0,3.817805051803589
,,,,,0.0,0.0,14870.481027942786,0.8422073425596615,eps_delta,0.0,0.0,0.008200446344733322,,none,0.0,0.0,0.2354224646155166,,1e-05,0,False,1.0,0.0,,0.008200446344733322,58,58,calibrate,18.376677095425535,15.941427369706693,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000058,False,59,0,,,,0.0,4.222248554229736
,,,,,0.0,0.0,15255.205473473528,4.275216244280205,eps_delta,0.0,0.0,0.00809638160002682,,none,0.0,0.0,1.299152596276879,,1e-05,0,False,1.0,0.0,,0.00809638160002682,59,59,calibrate,18.450463637913973,19.11454252030992,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000059,False,60,0,,,,0.0,4.587930202484131
,,,,,0.0,0.0,16411.275929495074,7.49668035797601,eps_delta,0.0,0.0,0.007806005020108175,,none,0.0,0.0,1.696232342368518,,1e-05,0,False,1.0,0.0,,0.007806005020108175,60,60,calibrate,18.58202912319068,19.766118490681034,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000060,False,61,0,,,,0.0,4.5354790687561035
,,,,,0.0,0.0,16464.80808602733,1.6157172949879013,eps_delta,0.0,0.0,0.007793304826714754,,none,0.0,0.0,0.37401612898698594,,1e-05,0,False,1.0,0.0,,0.007793304826714754,61,61,calibrate,18.499224414024457,17.75398203152845,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000061,False,62,0,,,,0.0,4.5283708572387695
,,,,,0.0,0.0,16725.60335532247,3.4872531845852386,eps_delta,0.0,0.0,0.0077323072598172145,,none,0.0,0.0,0.918917041269659,,1e-05,0,False,1.0,0.0,,0.0077323072598172145,62,62,calibrate,18.647600006678555,19.982980340565426,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000062,False,63,0,,,,0.0,4.630910396575928
,,,,,0.0,0.0,16732.23451697319,0.5782343679604015,eps_delta,0.0,0.0,0.0077307749103736065,,none,0.0,0.0,0.14349477727930404,,1e-05,0,False,1.0,0.0,,0.0077307749103736065,63,63,calibrate,18.53081292087749,17.479729148667897,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000063,False,64,0,,,,0.0,4.453392028808594
,,,,,0.0,0.0,17136.26063594358,4.223403276234453,eps_delta,0.0,0.0,0.007639096047380412,,none,0.0,0.0,0.9979771202106698,,1e-05,0,False,1.0,0.0,,0.007639096047380412,64,64,calibrate,18.77183265127529,20.94101022485547,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000064,False,65,0,,,,0.0,4.759289741516113
,,,,,0.0,0.0,19075.40995515369,9.446351849607218,eps_delta,0.0,0.0,0.007240408338450788,,none,0.0,0.0,2.19375292895867,,1e-05,0,False,1.0,0.0,,0.007240408338450788,65,65,calibrate,18.88560306286949,19.909536767217265,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000065,False,66,0,,,,0.0,4.661669731140137
